,Position,Fa13.BD.MM110.SD.MAG9-A,Fa13.BD.MM110.SD.MAG9-C,Fa13.BD.MM110.SD.MAG9-G,Fa13.BD.MM110.SD.MAG9-T,Sp13.BD.MM110.SD.MAG9-A,Sp13.BD.MM110.SD.MAG9-C,Sp13.BD.MM110.SD.MAG9-G,Sp13.BD.MM110.SD.MAG9-T,Sp13.BD.MM15.SN.MAG9-A,Sp13.BD.MM15.SN.MAG9-C,Sp13.BD.MM15.SN.MAG9-G,Sp13.BD.MM15.SN.MAG9-T,Su13.BD.MLB.DD.MAG9-A,Su13.BD.MLB.DD.MAG9-C,Su13.BD.MLB.DD.MAG9-G,Su13.BD.MLB.DD.MAG9-T,Sp13.BD.MM15.DD.A.MAG9-A,Sp13.BD.MM15.DD.A.MAG9-C,Sp13.BD.MM15.DD.A.MAG9-G,Sp13.BD.MM15.DD.A.MAG9-T,Sp13.BD.MM110.SN.MAG9-A,Sp13.BD.MM110.SN.MAG9-C,Sp13.BD.MM110.SN.MAG9-G,Sp13.BD.MM110.SN.MAG9-T,Fa13.BD.MM15.DN.MAG9-A,Fa13.BD.MM15.DN.MAG9-C,Fa13.BD.MM15.DN.MAG9-G,Fa13.BD.MM15.DN.MAG9-T,Sp13.BD.MM110.DD.MAG9-A,Sp13.BD.MM110.DD.MAG9-C,Sp13.BD.MM110.DD.MAG9-G,Sp13.BD.MM110.DD.MAG9-T,Su13.BD.MM110.DCMD.MAG9-A,Su13.BD.MM110.DCMD.MAG9-C,Su13.BD.MM110.DCMD.MAG9-G,Su13.BD.MM110.DCMD.MAG9-T,Su13.BD.MLB.SD.C.MAG9-A,Su13.BD.MLB.SD.C.MAG9-C,Su13.BD.MLB.SD.C.MAG9-G,Su13.BD.MLB.SD.C.MAG9-T,Su13.BD.MM110.SD.MAG9-A,Su13.BD.MM110.SD.MAG9-C,Su13.BD.MM110.SD.MAG9-G,Su13.BD.MM110.SD.MAG9-T,Sp13.BD.MM15.SD.MAG9-A,Sp13.BD.MM15.SD.MAG9-C,Sp13.BD.MM15.SD.MAG9-G,Sp13.BD.MM15.SD.MAG9-T,Sp13.BD.MLB.SN.MAG9-A,Sp13.BD.MLB.SN.MAG9-C,Sp13.BD.MLB.SN.MAG9-G,Sp13.BD.MLB.SN.MAG9-T,Fa13.BD.MM15.SN.MAG9-A,Fa13.BD.MM15.SN.MAG9-C,Fa13.BD.MM15.SN.MAG9-G,Fa13.BD.MM15.SN.MAG9-T,Fa13.BD.MLB.DN.MAG9-A,Fa13.BD.MLB.DN.MAG9-C,Fa13.BD.MLB.DN.MAG9-G,Fa13.BD.MLB.DN.MAG9-T,Su13.BD.MM15.SN.C.MAG9-A,Su13.BD.MM15.SN.C.MAG9-C,Su13.BD.MM15.SN.C.MAG9-G,Su13.BD.MM15.SN.C.MAG9-T,Fa13.BD.MM15.SD.MAG9-A,Fa13.BD.MM15.SD.MAG9-C,Fa13.BD.MM15.SD.MAG9-G,Fa13.BD.MM15.SD.MAG9-T,Su13.BD.MM15.DN.MAG9-A,Su13.BD.MM15.DN.MAG9-C,Su13.BD.MM15.DN.MAG9-G,Su13.BD.MM15.DN.MAG9-T,Fa13.BD.MLB.SN.MAG9-A,Fa13.BD.MLB.SN.MAG9-C,Fa13.BD.MLB.SN.MAG9-G,Fa13.BD.MLB.SN.MAG9-T,Su13.BD.MM110.SN.C.MAG9-A,Su13.BD.MM110.SN.C.MAG9-C,Su13.BD.MM110.SN.C.MAG9-G,Su13.BD.MM110.SN.C.MAG9-T,Fa13.BD.MM110.DN.MAG9-A,Fa13.BD.MM110.DN.MAG9-C,Fa13.BD.MM110.DN.MAG9-G,Fa13.BD.MM110.DN.MAG9-T,Fa13.BD.MM110.SN.MAG9-A,Fa13.BD.MM110.SN.MAG9-C,Fa13.BD.MM110.SN.MAG9-G,Fa13.BD.MM110.SN.MAG9-T,Su13.BD.MM15.SD.MAG9-A,Su13.BD.MM15.SD.MAG9-C,Su13.BD.MM15.SD.MAG9-G,Su13.BD.MM15.SD.MAG9-T
contig_21712_1,1336,0,0,16,0,0,0,25,0,5,0,12,0,0,0,6,0,9,0,41,0,1,0,10,0,3,0,14,0,1,0,54,0,0,0,0,0,0,0,20,0,1,0,10,0,3,0,21,0,16,0,31,0,0,0,19,0,0,0,6,0,2,0,25,0,2,0,14,0,0,0,8,0,3,0,2,0,0,0,14,0,0,0,2,0,1,0,16,0,0,0,10,0
contig_21712_1,1337,16,0,0,0,25,0,0,0,17,0,0,0,6,0,0,0,51,0,0,0,12,0,0,0,17,0,0,0,55,0,0,0,0,0,0,0,20,0,0,0,11,0,0,0,24,0,0,0,47,0,0,0,19,0,0,0,6,0,0,0,28,0,0,0,16,0,0,0,8,0,0,0,5,0,0,0,14,0,0,0,2,0,0,0,17,0,0,0,10,0,0,0
contig_21712_1,1338,16,0,0,0,25,0,0,0,17,0,0,0,6,0,0,0,51,0,0,0,12,0,0,0,16,0,0,0,56,0,0,0,0,0,0,0,20,0,0,0,11,0,0,0,24,0,0,0,48,0,0,0,19,0,0,0,6,0,0,0,28,0,0,0,16,0,0,0,8,0,0,0,5,0,0,0,14,0,0,0,2,0,0,0,16,0,0,0,10,0,0,0
contig_21712_1,1339,0,16,0,0,0,25,0,0,0,16,0,0,0,2,3,0,1,46,1,0,1,11,0,0,0,16,0,0,0,56,0,0,0,0,0,0,1,15,3,0,0,10,1,0,0,21,0,0,0,45,1,0,0,20,0,0,0,5,0,0,0,24,4,0,0,14,2,0,0,8,0,0,0,5,0,0,0,12,0,0,0,2,0,0,0,16,0,0,0,9,0,0
contig_21712_1,1340,0,0,0,16,0,3,0,22,0,1,0,15,0,3,0,2,0,4,2,42,0,1,1,11,0,0,0,15,0,1,0,55,0,0,0,0,0,4,0,15,0,0,0,11,0,1,0,20,0,0,3,43,0,0,0,19,0,0,0,5,0,2,0,26,0,0,0,16,0,0,0,7,0,0,0,5,0,2,0,10,0,0,0,1,0,0,0,16,0,0,0,9
contig_21712_1,1341,0,0,16,0,0,0,25,0,0,0,16,0,0,0,5,0,2,0,47,0,1,0,12,0,0,0,15,0,0,0,56,0,0,0,0,0,0,0,19,0,0,1,10,0,0,0,21,0,2,0,44,1,0,0,19,0,0,0,1,2,0,2,26,0,0,2,14,0,0,0,7,0,0,0,4,1,0,0,12,0,0,0,1,0,0,0,16,0,0,0,10,0
contig_21712_1,1342,0,0,15,0,0,20,5,0,0,8,7,0,0,0,5,0,1,20,27,1,0,10,3,0,0,8,5,1,0,51,7,0,0,0,0,0,0,0,18,0,0,5,6,0,0,9,12,0,0,18,27,2,0,6,11,0,0,0,3,0,0,16,12,0,0,1,14,0,0,6,0,1,0,4,0,0,0,2,10,0,0,1,0,0,0,0,15,0,0,3,7,0
contig_21712_1,1343,0,0,17,0,0,0,25,0,0,0,16,0,0,0,5,0,0,0,49,0,0,0,13,0,0,0,15,0,0,0,58,0,0,0,0,0,0,0,19,0,0,0,11,0,0,0,21,0,0,0,49,0,0,0,17,0,0,0,3,0,0,0,27,0,0,0,16,0,0,0,7,0,0,0,5,0,0,0,12,0,0,0,1,0,0,0,16,0,0,0,10,0
contig_21712_1,1344,0,0,0,17,0,0,1,25,0,0,0,15,0,0,0,5,0,0,1,48,0,0,0,13,0,0,0,15,0,0,0,58,0,0,0,0,0,0,0,19,0,0,0,10,0,0,0,21,0,0,1,48,0,0,0,17,0,0,0,3,0,0,0,27,0,0,0,16,0,0,0,7,0,0,0,5,0,0,0,12,0,0,0,1,0,0,0,16,0,0,0,10
contig_21712_1,1345,0,13,1,4,0,0,0,26,0,2,2,11,0,3,0,2,0,6,5,38,0,0,0,13,0,6,0,11,1,2,4,50,0,0,0,0,0,9,3,7,0,4,0,6,0,1,2,17,0,14,8,27,0,12,0,7,0,0,0,3,0,7,1,18,0,14,0,3,0,1,0,7,0,2,0,3,0,8,0,4,0,0,0,1,0,17,0,0,0,2,0,8
contig_21712_1,1346,0,0,0,18,0,0,0,26,0,0,0,15,0,0,0,8,0,0,0,49,0,0,0,13,0,0,0,17,0,0,0,57,0,0,0,0,0,0,0,19,0,0,0,10,0,0,0,20,0,0,0,50,0,0,0,20,0,0,0,3,0,0,0,26,0,0,0,17,0,0,0,8,0,0,0,9,0,0,0,12,0,0,0,1,0,0,0,19,0,0,0,10
contig_21712_1,1347,0,0,23,0,0,0,25,0,0,1,14,0,0,0,8,0,0,2,47,0,0,0,13,0,0,0,14,0,0,0,54,2,0,0,0,0,0,1,18,0,0,0,12,0,0,0,20,0,0,5,49,0,0,0,20,0,0,0,5,0,0,0,26,0,0,0,17,0,0,0,8,0,0,3,5,0,0,0,15,0,0,0,1,0,0,0,20,0,0,0,10,0
contig_21712_1,1348,0,23,0,0,0,25,0,0,0,15,0,0,0,9,0,1,2,47,0,0,0,13,0,0,0,16,0,0,0,54,0,2,0,0,0,0,5,11,5,1,0,12,0,0,2,18,0,0,3,50,0,4,0,20,0,0,0,7,0,0,1,22,3,0,0,17,0,0,0,8,0,0,2,9,0,1,0,15,0,0,0,1,0,0,0,20,0,0,1,8,1,0
contig_21712_1,1349,0,0,0,26,0,0,0,25,0,0,0,15,0,0,0,10,0,0,0,49,0,0,0,13,0,0,0,15,0,0,0,55,0,0,0,0,0,0,0,23,0,0,0,12,0,0,0,20,0,0,0,57,0,0,0,20,0,0,0,7,0,0,0,26,0,0,0,17,0,0,0,9,0,0,0,12,0,0,0,14,0,0,0,1,0,0,0,20,0,0,0,10
contig_21712_1,1350,0,26,0,0,0,25,0,0,0,15,0,0,0,10,0,0,0,49,0,0,0,13,0,0,0,15,0,0,0,54,0,0,0,0,0,0,0,23,0,0,0,12,0,0,0,20,0,0,0,60,0,0,0,19,0,0,0,7,0,0,0,27,0,0,0,16,0,0,0,9,0,0,0,10,0,2,0,14,0,0,0,2,0,0,0,20,0,0,0,10,0,0
contig_21712_1,1351,0,0,26,0,0,0,26,0,2,0,13,0,0,0,10,0,2,0,47,0,1,0,12,0,0,0,15,0,1,0,53,0,0,0,0,0,2,0,22,0,1,0,11,0,1,0,20,0,5,0,56,0,0,0,19,0,0,0,7,0,4,0,23,0,2,0,14,0,1,0,8,0,1,0,12,0,0,0,14,0,0,0,2,0,0,0,20,0,2,0,8,0
contig_21712_1,1352,26,0,0,0,26,0,0,0,15,0,0,0,10,0,0,0,48,0,0,0,13,0,0,0,15,0,0,0,56,0,0,0,0,0,0,0,24,0,0,0,13,0,0,0,21,0,0,0,62,0,0,0,19,0,0,0,7,0,0,0,27,0,0,0,16,0,0,0,9,0,0,0,13,0,0,0,14,0,0,0,2,0,0,0,22,0,0,0,10,0,0,0
contig_21712_1,1353,0,0,0,26,0,0,0,26,0,0,0,15,0,0,0,11,0,0,0,48,0,0,0,13,0,0,0,16,0,0,0,55,0,0,0,0,0,0,0,24,0,0,0,14,0,0,0,21,0,0,0,65,0,0,0,19,0,0,0,7,0,0,0,27,0,0,0,16,0,0,0,9,0,0,0,13,0,0,0,14,0,0,0,2,0,0,0,22,0,0,0,10
contig_21712_1,1354,0,20,5,0,0,21,5,0,0,11,4,0,0,9,1,1,0,27,19,2,0,12,2,0,0,14,2,0,0,50,5,0,0,0,0,0,0,17,7,0,0,13,1,0,0,17,4,0,0,54,10,3,0,13,6,0,0,6,0,0,0,22,5,0,0,12,4,0,0,8,1,0,1,9,3,0,0,9,5,0,0,2,0,0,0,19,3,0,0,7,3,0
contig_21712_1,1355,0,0,25,0,0,0,26,0,0,0,15,0,0,0,11,0,0,0,46,0,0,0,15,0,0,0,16,0,0,1,55,0,0,0,0,0,0,0,24,0,0,0,12,0,0,0,21,0,0,0,68,0,0,0,19,0,0,0,6,0,0,0,25,0,0,0,16,0,0,0,9,0,0,0,13,0,0,0,14,0,0,0,2,0,0,0,22,0,0,0,10,0
contig_21712_1,1356,0,25,0,0,2,25,0,0,1,14,0,0,0,11,0,0,0,46,0,0,1,14,0,0,0,16,0,0,1,56,0,0,0,0,0,0,0,24,0,0,0,14,0,0,0,21,0,0,0,69,0,0,0,21,0,0,0,6,0,0,0,25,0,0,0,16,0,0,0,9,0,0,0,13,0,0,0,16,0,0,0,2,0,0,0,22,0,0,0,10,0,0
contig_21712_1,1357,1,0,24,0,0,0,25,0,6,1,8,0,5,0,5,1,7,0,39,0,2,0,13,0,2,0,14,0,4,0,53,0,0,0,0,0,4,0,19,1,1,1,13,0,4,0,17,0,21,1,46,1,0,0,20,0,0,0,6,0,2,0,21,2,3,0,13,0,0,0,9,0,0,0,13,0,2,0,13,0,0,0,1,1,3,0,19,0,1,0,9,0
contig_21712_1,1358,0,0,0,29,0,0,0,25,0,0,0,17,0,0,0,11,0,0,0,48,0,0,0,16,0,0,0,16,0,0,0,55,0,0,0,0,0,0,0,22,0,0,0,18,0,0,0,23,0,0,1,72,0,0,0,20,0,0,0,8,0,0,0,24,0,0,0,16,0,0,0,11,0,0,1,12,0,0,0,15,0,0,0,2,0,0,0,23,0,0,1,9
contig_21712_1,1359,0,29,0,0,0,26,0,0,0,20,0,0,0,10,1,0,0,49,0,0,0,15,0,0,0,16,0,0,0,54,0,0,0,0,0,0,0,22,0,0,0,18,0,0,0,23,0,0,0,73,1,0,0,20,0,0,0,8,0,0,0,24,0,0,0,16,0,0,0,11,0,0,0,13,0,0,0,15,0,0,0,2,0,0,0,23,0,0,0,10,0,0
contig_21712_1,1360,0,1,26,2,1,2,19,3,0,6,14,0,1,2,8,0,1,26,22,1,0,1,12,2,0,0,16,0,0,5,48,0,0,0,0,0,0,14,8,0,0,1,17,0,0,3,17,1,5,27,44,0,0,1,19,0,0,2,6,0,1,8,15,0,0,2,14,0,1,0,10,0,0,6,8,0,0,0,12,2,0,0,2,0,0,0,22,1,0,4,6,0
contig_21712_1,1361,29,0,0,0,25,0,0,0,20,0,0,0,11,0,0,0,50,0,0,0,15,0,0,0,15,0,0,0,54,0,0,0,0,0,0,0,22,0,0,0,19,0,0,0,21,0,0,0,76,0,0,0,20,0,0,0,8,0,0,0,24,0,0,0,16,0,0,0,11,0,0,0,14,0,0,0,14,0,0,0,2,0,0,0,23,0,0,0,10,0,0,0
contig_21712_1,1362,0,0,29,0,0,0,25,0,1,0,18,1,0,0,11,0,5,0,45,0,0,0,15,0,0,0,15,0,0,0,55,0,0,0,0,0,0,0,22,0,0,0,19,0,0,0,22,0,0,0,77,0,0,0,20,0,2,0,6,0,0,0,24,0,2,0,14,0,0,0,11,0,0,0,15,0,0,0,14,0,0,0,2,0,0,0,23,0,2,0,8,0
contig_21712_1,1363,0,14,0,15,0,22,3,1,0,18,1,1,0,10,0,1,2,38,10,1,0,15,1,0,0,7,0,8,0,54,0,2,0,0,0,0,0,14,7,1,0,15,1,3,0,15,3,4,0,66,3,8,0,5,0,15,0,8,0,0,0,16,5,3,0,3,2,11,0,10,0,0,0,10,4,1,0,6,2,6,0,2,0,0,0,4,0,19,0,7,3,0
contig_21712_1,1364,0,0,29,0,0,0,26,0,0,0,21,0,0,0,11,0,0,1,50,0,0,0,16,0,0,0,15,0,0,0,56,0,0,0,0,0,0,0,22,0,0,0,19,0,0,0,22,0,0,0,80,0,0,0,20,0,0,0,8,0,0,1,23,0,0,0,15,0,0,0,10,0,0,0,16,0,0,0,14,0,0,0,2,0,0,0,23,0,0,0,10,0
contig_21712_1,1365,0,27,0,0,0,27,0,0,0,21,0,0,0,11,0,0,0,50,0,0,0,16,0,0,0,13,0,0,0,56,0,0,0,0,0,0,0,22,0,0,0,19,0,0,0,21,0,0,0,80,0,0,0,20,0,0,0,8,0,0,0,24,0,0,0,15,0,0,0,10,0,0,0,16,0,0,0,13,0,0,0,2,0,0,0,23,0,0,0,10,0,0
contig_21712_1,1366,0,27,0,0,0,27,0,0,0,21,0,0,0,8,1,0,0,44,7,0,0,15,1,0,0,12,1,0,0,53,2,0,0,0,0,0,0,19,3,0,0,14,3,0,0,19,2,0,0,73,5,0,0,20,0,0,0,6,0,0,0,24,1,0,0,13,2,0,0,10,0,0,1,11,0,0,0,11,0,0,0,2,0,0,0,21,2,0,0,9,1,0
contig_21712_1,1367,25,0,0,0,27,0,0,0,20,0,0,0,7,0,0,0,49,0,2,0,15,0,1,0,11,0,0,0,53,1,0,0,0,0,0,0,21,0,0,0,17,0,0,0,22,0,0,0,76,0,0,0,20,0,0,0,2,0,2,0,25,0,0,0,15,0,0,0,10,0,0,0,8,0,0,0,11,0,0,0,2,0,0,0,23,0,0,0,11,0,0,0
contig_21712_1,1368,0,0,23,0,19,0,8,0,3,0,17,0,0,0,7,0,8,0,42,1,8,0,7,1,1,0,10,0,35,0,19,0,0,0,0,0,0,0,23,0,0,0,17,0,5,0,17,0,1,0,74,1,5,0,15,0,2,0,4,0,3,0,22,0,1,0,14,0,4,0,6,0,0,0,8,0,0,0,10,0,1,0,1,0,0,0,23,0,0,0,10,1
contig_21712_1,1369,0,6,0,17,0,21,0,5,0,19,0,1,0,6,0,1,0,50,0,1,0,14,0,2,0,4,0,7,0,54,0,0,0,0,0,0,0,23,0,0,0,14,0,3,0,21,0,1,0,73,0,1,0,5,0,15,0,4,0,2,0,24,0,1,0,5,0,9,0,9,0,0,0,8,0,1,0,4,0,6,0,2,0,0,0,4,0,19,0,11,0,0
contig_21712_1,1370,0,0,0,21,0,0,0,26,0,0,0,21,0,0,0,7,0,0,0,51,0,0,0,16,0,0,0,11,0,0,0,54,0,0,0,0,0,0,0,21,0,0,0,17,0,0,0,21,0,0,0,74,0,0,0,20,0,0,0,6,0,0,0,24,0,0,0,14,0,0,0,9,0,0,0,9,0,0,0,10,0,0,0,2,0,0,0,25,0,0,0,10
contig_21712_1,1371,0,0,20,0,0,0,26,0,0,0,21,0,0,0,7,0,0,0,50,0,0,0,15,1,0,0,11,0,0,0,55,0,0,0,0,0,0,0,22,0,0,0,17,0,0,0,21,0,0,0,74,0,0,0,20,0,0,0,6,0,0,0,24,0,0,0,14,0,0,0,9,0,0,0,9,0,0,0,10,0,0,0,2,0,0,0,25,0,0,0,11,0
contig_21712_1,1372,2,0,18,0,2,0,28,0,0,0,21,0,0,3,4,0,1,0,50,0,1,0,15,0,0,0,11,0,0,0,54,1,0,0,0,0,0,2,20,0,0,0,17,0,0,0,21,0,5,0,69,0,1,0,19,0,2,0,4,0,0,1,23,0,0,0,14,0,0,0,11,0,0,0,9,0,0,0,10,0,0,0,2,0,0,0,25,0,0,0,11,0
contig_21712_1,1373,0,20,0,0,0,30,0,0,0,21,0,0,0,6,0,0,0,51,0,0,0,16,0,0,0,11,0,0,0,55,0,0,0,0,0,0,0,21,0,0,0,17,0,0,0,20,0,0,0,72,0,0,0,20,0,0,0,6,0,0,0,22,0,0,0,14,0,0,0,11,0,0,0,10,0,0,0,10,0,0,0,2,0,0,0,25,0,0,0,10,0,0
contig_21712_1,1374,0,0,20,0,0,0,30,0,0,0,21,0,0,0,6,0,0,0,51,0,0,0,16,0,0,0,11,0,0,0,55,0,0,0,0,0,0,0,22,0,0,0,17,0,0,0,20,0,0,0,68,0,0,0,20,0,0,0,6,0,0,0,23,0,0,0,14,0,0,0,11,0,0,0,10,0,0,0,10,0,0,0,2,0,0,0,25,0,0,0,10,0
contig_21712_1,1375,0,20,0,0,0,30,0,0,0,21,0,0,0,6,0,0,0,51,0,0,0,16,0,0,0,11,0,0,0,55,0,0,0,0,0,0,0,23,0,0,0,17,0,0,0,20,0,0,0,68,0,0,0,20,0,0,0,6,0,0,0,23,0,0,0,14,0,0,0,11,0,0,0,10,0,0,0,10,0,0,0,2,0,0,0,25,0,0,0,10,0,0
contig_21712_1,1376,20,0,0,0,30,0,0,0,21,0,0,0,6,0,0,0,50,0,0,0,16,0,0,0,11,0,0,0,56,0,0,0,0,0,0,0,23,0,0,0,17,0,0,0,20,0,0,0,68,0,0,0,20,0,0,0,6,0,0,0,24,0,0,0,14,0,0,0,11,0,0,0,10,0,0,0,10,0,0,0,2,0,0,0,25,0,0,0,10,0,0,0
contig_21712_1,1377,1,0,19,0,4,0,26,0,6,0,14,0,0,0,6,0,16,0,32,0,3,0,13,0,0,0,11,0,3,0,53,0,0,0,0,0,2,0,21,0,0,0,17,0,8,0,12,0,36,0,30,1,1,0,19,0,0,1,4,0,2,0,22,0,0,0,15,0,0,0,11,0,0,0,10,0,2,0,8,0,0,0,2,0,0,0,24,0,3,0,7,0
contig_21712_1,1378,2,0,18,0,6,1,24,0,6,0,12,0,0,1,5,0,12,1,35,0,4,0,12,0,0,0,11,0,8,0,49,0,0,0,0,0,1,0,22,0,0,0,17,0,4,0,14,0,32,7,27,1,0,1,19,0,0,2,3,0,0,1,23,0,0,0,15,0,0,0,11,0,3,1,5,0,2,0,8,0,0,1,1,0,0,0,24,0,0,0,10,0
contig_21712_1,1379,0,0,16,0,1,0,31,0,0,0,19,0,0,0,6,0,0,0,49,0,0,0,16,0,0,0,11,0,0,0,58,0,0,0,0,0,0,0,23,0,0,0,13,0,0,0,19,0,0,0,64,0,0,0,21,0,0,0,4,0,0,0,24,0,0,0,15,0,0,0,9,0,0,0,11,0,0,0,8,0,0,0,4,0,0,0,23,0,0,0,9,0
contig_21712_1,1380,0,0,0,16,0,0,2,30,0,0,0,19,0,0,0,5,0,0,2,45,0,0,0,16,0,0,1,10,0,0,0,58,0,0,0,0,1,0,0,22,0,0,0,13,0,0,0,18,2,0,0,62,0,0,0,21,0,0,0,4,0,0,0,24,0,0,0,15,0,0,0,9,0,0,0,11,0,0,0,8,0,0,0,4,0,0,0,23,0,0,0,9
contig_21712_1,1381,0,0,0,18,0,27,0,5,0,17,0,2,0,5,0,0,0,39,0,9,0,14,0,3,0,4,0,7,0,58,0,0,0,0,0,0,0,20,0,3,0,6,0,7,0,15,0,3,0,55,0,8,0,6,0,14,0,4,0,0,0,20,0,4,0,4,0,11,0,9,0,0,0,6,0,5,0,2,0,6,0,4,0,0,0,2,0,21,0,8,0,1
contig_21712_1,1382,0,0,0,18,0,0,0,34,0,0,0,19,0,0,0,4,0,0,0,49,0,0,0,17,0,0,0,11,0,0,0,59,0,0,0,0,0,0,0,23,0,0,0,13,0,0,0,18,0,0,0,63,0,0,0,20,0,0,0,4,0,0,0,24,0,0,0,15,0,0,0,9,0,0,0,11,0,0,0,8,0,0,0,4,0,0,0,23,0,0,0,9
contig_21712_1,1383,0,0,0,18,0,0,0,35,0,0,0,19,0,0,0,4,0,0,0,49,0,0,0,17,0,0,0,11,0,0,0,59,0,0,0,0,0,0,0,23,0,0,0,13,0,0,0,18,0,0,0,63,0,0,0,20,0,0,0,4,0,0,0,23,0,0,0,15,0,0,0,9,0,0,0,11,0,0,0,8,0,0,0,4,0,0,2,21,0,0,1,8
contig_21712_1,1384,1,0,17,0,4,0,31,0,0,0,18,1,0,0,3,0,3,0,46,0,1,0,16,0,0,0,10,1,1,0,58,0,0,0,0,0,0,0,23,0,0,0,13,0,1,0,18,0,3,0,60,0,2,0,18,0,2,0,2,0,0,0,24,0,0,0,15,0,0,0,9,0,0,0,11,0,2,0,6,0,2,0,2,0,0,0,21,2,0,1,8,0
contig_21712_1,1385,0,0,18,0,0,0,35,0,0,0,19,0,0,0,3,0,0,0,49,0,0,0,18,0,0,0,11,0,0,0,60,0,0,0,0,0,0,0,22,0,0,0,13,0,0,0,19,0,0,0,61,1,0,0,20,0,0,0,4,0,0,0,24,0,0,0,15,0,0,0,9,0,0,0,11,0,0,0,8,0,0,0,4,0,0,0,23,0,0,0,9,0
contig_21712_1,1386,0,0,18,0,0,0,36,0,0,0,18,0,0,0,4,0,0,3,46,0,0,0,18,0,0,0,11,0,0,0,59,0,0,0,0,0,0,0,22,0,0,0,13,0,0,0,19,0,0,0,63,0,0,0,20,0,0,0,4,0,0,0,24,0,0,0,15,0,0,0,9,0,0,0,11,0,0,0,8,0,0,0,4,0,0,0,23,0,1,0,9,0
contig_21712_1,1387,0,1,15,2,0,30,1,5,0,14,4,0,0,3,0,0,0,35,13,1,0,15,1,2,0,4,7,0,0,59,0,0,0,0,0,0,0,15,5,0,0,7,6,0,0,14,3,1,0,59,2,2,0,4,13,1,0,2,0,0,0,20,3,1,0,2,11,1,0,6,2,0,0,6,5,0,0,2,4,2,0,3,0,1,0,2,18,0,0,8,2,0
contig_21712_1,1388,0,0,18,0,0,0,36,0,0,0,18,0,0,0,3,0,0,0,49,0,0,0,17,0,0,0,11,0,0,0,57,0,0,0,0,0,0,0,19,0,0,0,12,0,0,0,18,0,0,0,63,0,0,0,19,0,0,0,2,0,0,0,24,0,0,0,14,0,0,0,8,0,0,0,11,0,0,0,8,0,0,0,4,0,0,0,20,0,0,0,9,0
contig_21712_1,1389,0,18,0,0,0,35,0,0,0,18,0,0,0,3,0,0,0,49,0,0,0,17,0,0,0,11,0,0,0,57,0,0,0,0,0,0,0,19,0,0,0,12,0,0,0,18,0,0,0,64,0,0,0,19,0,0,0,2,0,0,0,24,0,0,0,13,0,0,0,8,0,0,0,11,0,0,0,8,0,0,0,4,0,0,0,20,0,0,0,9,0,0
contig_21712_1,1390,0,0,0,18,0,1,0,34,0,1,0,18,0,0,0,3,0,8,0,41,0,1,0,16,0,1,0,10,0,2,0,55,0,0,0,0,0,6,0,11,0,0,0,12,0,2,0,16,0,8,0,56,0,0,0,19,0,0,0,2,0,4,0,20,0,1,0,12,0,0,0,8,0,2,0,9,0,0,0,8,0,0,0,4,0,0,0,20,0,1,0,8
contig_21712_1,1391,0,0,0,18,0,0,0,35,0,0,0,20,0,0,0,3,0,0,0,48,0,0,0,17,0,0,0,11,0,0,0,57,0,0,0,0,0,0,0,17,0,0,0,12,0,0,0,18,0,0,0,64,0,0,0,19,0,0,0,2,0,0,0,24,0,0,0,13,0,0,0,8,0,0,0,11,0,0,0,8,0,0,0,4,0,0,0,20,0,0,0,9
contig_21712_1,1392,0,0,0,18,0,0,0,34,0,0,0,21,0,0,0,3,0,0,0,50,0,0,0,17,0,0,0,11,0,0,0,58,0,0,0,0,0,0,0,17,0,0,0,12,0,0,0,18,0,0,0,63,0,0,0,19,0,0,0,2,0,0,0,24,0,0,0,14,0,0,0,9,0,0,0,12,0,0,0,9,0,0,0,4,0,0,0,20,0,0,0,9
contig_21712_1,1393,0,0,18,0,7,0,27,0,1,0,20,0,0,0,3,0,3,0,47,0,3,0,14,0,0,0,11,0,10,0,48,0,0,0,0,0,0,0,17,0,0,0,10,2,1,0,18,0,0,0,62,0,0,0,19,0,0,0,2,0,0,0,25,0,0,0,14,0,1,0,9,0,0,0,12,0,0,0,9,0,0,0,4,0,0,0,20,0,0,0,9,0
contig_21712_1,1394,0,0,0,18,0,0,0,34,0,0,0,21,0,0,0,3,0,0,0,50,0,0,0,17,0,0,0,11,0,0,0,58,0,0,0,0,0,0,0,17,0,0,0,12,0,0,0,19,0,0,0,62,0,0,0,19,0,0,0,2,0,0,0,25,1,0,0,13,0,0,0,10,0,0,0,12,0,0,0,9,0,0,0,4,0,1,0,19,0,0,0,9
contig_21712_1,1395,0,16,0,2,0,29,0,5,0,21,0,0,0,3,0,0,0,49,0,1,0,15,0,2,0,11,0,0,0,58,0,0,0,0,0,0,0,17,0,0,0,12,0,0,0,18,0,1,0,61,0,0,0,18,0,1,0,2,0,0,0,25,0,0,0,14,0,0,0,10,0,0,0,11,0,1,0,7,0,2,0,4,0,0,0,20,0,0,0,9,0,0
contig_21712_1,1396,0,1,0,17,0,2,0,31,0,1,0,22,0,1,2,0,0,6,0,44,0,2,0,15,0,1,0,10,0,0,1,53,0,0,0,0,0,1,1,15,0,0,0,12,0,0,0,19,0,3,0,56,0,0,0,19,0,0,0,2,0,2,2,21,0,0,2,12,0,0,0,10,0,3,0,8,0,0,0,9,0,0,0,4,0,0,0,20,0,2,0,7
