,Position,Fa13.BD.MLB.SN.sorted.MAG8-A,Fa13.BD.MLB.SN.sorted.MAG8-C,Fa13.BD.MLB.SN.sorted.MAG8-G,Fa13.BD.MLB.SN.sorted.MAG8-T,Fa13.BD.MLB.DN.sorted.MAG8-A,Fa13.BD.MLB.DN.sorted.MAG8-C,Fa13.BD.MLB.DN.sorted.MAG8-G,Fa13.BD.MLB.DN.sorted.MAG8-T,Sp13.BD.MLB.SN.sorted.MAG8-A,Sp13.BD.MLB.SN.sorted.MAG8-C,Sp13.BD.MLB.SN.sorted.MAG8-G,Sp13.BD.MLB.SN.sorted.MAG8-T,Su13.BD.MM110.DCMD.sorted.MAG8-A,Su13.BD.MM110.DCMD.sorted.MAG8-C,Su13.BD.MM110.DCMD.sorted.MAG8-G,Su13.BD.MM110.DCMD.sorted.MAG8-T,Sp13.BD.MM110.SN.sorted.MAG8-A,Sp13.BD.MM110.SN.sorted.MAG8-C,Sp13.BD.MM110.SN.sorted.MAG8-G,Sp13.BD.MM110.SN.sorted.MAG8-T,Su13.BD.MLB.SD.C.sorted.MAG8-A,Su13.BD.MLB.SD.C.sorted.MAG8-C,Su13.BD.MLB.SD.C.sorted.MAG8-G,Su13.BD.MLB.SD.C.sorted.MAG8-T,Sp13.BD.MM15.SN.sorted.MAG8-A,Sp13.BD.MM15.SN.sorted.MAG8-C,Sp13.BD.MM15.SN.sorted.MAG8-G,Sp13.BD.MM15.SN.sorted.MAG8-T,Su13.BD.MLB.DD.sorted.MAG8-A,Su13.BD.MLB.DD.sorted.MAG8-C,Su13.BD.MLB.DD.sorted.MAG8-G,Su13.BD.MLB.DD.sorted.MAG8-T,Su13.BD.MM110.SN.C.sorted.MAG8-A,Su13.BD.MM110.SN.C.sorted.MAG8-C,Su13.BD.MM110.SN.C.sorted.MAG8-G,Su13.BD.MM110.SN.C.sorted.MAG8-T,Su13.BD.MM15.SN.C.sorted.MAG8-A,Su13.BD.MM15.SN.C.sorted.MAG8-C,Su13.BD.MM15.SN.C.sorted.MAG8-G,Su13.BD.MM15.SN.C.sorted.MAG8-T,Sp13.BD.MM15.SD.sorted.MAG8-A,Sp13.BD.MM15.SD.sorted.MAG8-C,Sp13.BD.MM15.SD.sorted.MAG8-G,Sp13.BD.MM15.SD.sorted.MAG8-T,Su13.BD.MM110.DN.sorted.MAG8-A,Su13.BD.MM110.DN.sorted.MAG8-C,Su13.BD.MM110.DN.sorted.MAG8-G,Su13.BD.MM110.DN.sorted.MAG8-T,Su13.BD.MM110.SD.sorted.MAG8-A,Su13.BD.MM110.SD.sorted.MAG8-C,Su13.BD.MM110.SD.sorted.MAG8-G,Su13.BD.MM110.SD.sorted.MAG8-T,Sp13.BD.MM110.SD.sorted.MAG8-A,Sp13.BD.MM110.SD.sorted.MAG8-C,Sp13.BD.MM110.SD.sorted.MAG8-G,Sp13.BD.MM110.SD.sorted.MAG8-T,Fa13.BD.MM15.DN.sorted.MAG8-A,Fa13.BD.MM15.DN.sorted.MAG8-C,Fa13.BD.MM15.DN.sorted.MAG8-G,Fa13.BD.MM15.DN.sorted.MAG8-T,Fa13.BD.MM15.SN.sorted.MAG8-A,Fa13.BD.MM15.SN.sorted.MAG8-C,Fa13.BD.MM15.SN.sorted.MAG8-G,Fa13.BD.MM15.SN.sorted.MAG8-T,Fa13.BD.MM110.DN.sorted.MAG8-A,Fa13.BD.MM110.DN.sorted.MAG8-C,Fa13.BD.MM110.DN.sorted.MAG8-G,Fa13.BD.MM110.DN.sorted.MAG8-T,Sp13.BD.MM15.DD.A.sorted.MAG8-A,Sp13.BD.MM15.DD.A.sorted.MAG8-C,Sp13.BD.MM15.DD.A.sorted.MAG8-G,Sp13.BD.MM15.DD.A.sorted.MAG8-T,Su13.BD.MM15.SD.sorted.MAG8-A,Su13.BD.MM15.SD.sorted.MAG8-C,Su13.BD.MM15.SD.sorted.MAG8-G,Su13.BD.MM15.SD.sorted.MAG8-T,Fa13.BD.MM110.SN.sorted.MAG8-A,Fa13.BD.MM110.SN.sorted.MAG8-C,Fa13.BD.MM110.SN.sorted.MAG8-G,Fa13.BD.MM110.SN.sorted.MAG8-T,Sp13.BD.MM110.DD.sorted.MAG8-A,Sp13.BD.MM110.DD.sorted.MAG8-C,Sp13.BD.MM110.DD.sorted.MAG8-G,Sp13.BD.MM110.DD.sorted.MAG8-T,Fa13.BD.MM15.SD.sorted.MAG8-A,Fa13.BD.MM15.SD.sorted.MAG8-C,Fa13.BD.MM15.SD.sorted.MAG8-G,Fa13.BD.MM15.SD.sorted.MAG8-T,Fa13.BD.MM110.SD.sorted.MAG8-A,Fa13.BD.MM110.SD.sorted.MAG8-C,Fa13.BD.MM110.SD.sorted.MAG8-G,Fa13.BD.MM110.SD.sorted.MAG8-T,Su13.BD.MM15.DN.sorted.MAG8-A,Su13.BD.MM15.DN.sorted.MAG8-C,Su13.BD.MM15.DN.sorted.MAG8-G,Su13.BD.MM15.DN.sorted.MAG8-T
contig_20984_3,399,121,124,0,0,57,65,0,0,92,4,0,0,40,1,0,0,209,97,0,0,77,69,0,0,123,45,0,0,75,21,0,0,197,11,0,0,303,70,0,0,145,48,0,0,11,1,0,0,164,11,1,0,365,172,0,0,208,46,0,0,206,22,0,0,128,24,0,0,117,33,0,0,169,35,0,0,245,2,0,0,296,185,0,0,211,11,0,0,243,11,0,0,217,56,0,0
contig_20984_3,403,236,1,8,1,116,0,8,0,60,0,36,0,7,0,34,0,130,0,176,0,124,0,15,8,89,0,76,0,79,0,16,3,17,0,189,0,112,2,265,2,92,0,108,0,1,0,10,0,22,0,148,0,225,0,315,0,59,0,191,0,30,0,195,0,31,0,114,0,84,0,71,0,61,0,141,0,6,0,237,0,247,0,230,1,18,0,203,0,11,0,239,0,82,0,192,0
contig_20984_3,404,0,0,248,0,0,0,126,0,0,0,99,0,0,0,40,0,20,0,288,0,0,0,149,0,1,0,167,0,0,0,99,0,1,0,205,0,5,1,380,0,6,0,194,1,1,0,10,0,3,0,169,0,15,0,534,0,6,0,247,0,3,0,225,0,6,0,139,0,2,0,154,0,8,0,195,0,1,0,242,0,11,0,467,0,1,0,220,0,1,0,249,0,7,0,269,0
contig_20984_3,412,1,0,1,251,0,0,0,133,0,0,1,101,0,0,0,44,0,0,2,311,0,0,1,151,0,0,0,174,0,0,2,96,0,0,1,205,0,0,1,389,0,0,2,201,0,0,0,11,0,1,1,199,0,0,5,534,0,1,2,267,0,0,1,247,0,0,0,162,0,0,2,155,0,0,2,229,0,0,0,265,0,0,6,471,0,0,1,258,0,2,2,284,0,0,2,303
contig_20984_3,415,238,0,11,0,128,0,8,0,103,0,1,0,40,0,6,0,284,0,26,0,145,0,8,0,167,0,6,0,96,0,1,0,191,0,13,0,370,0,27,0,188,0,15,0,11,0,0,0,191,0,13,0,490,0,45,0,253,0,26,0,228,0,19,0,147,0,15,0,152,0,7,0,216,0,17,0,252,0,16,0,431,0,39,0,243,1,15,0,273,0,18,0,275,0,43,0
contig_20984_3,417,0,0,2,246,0,0,1,143,0,0,10,94,0,0,0,46,0,0,0,312,0,0,1,152,0,0,4,168,0,0,0,98,0,0,1,199,0,0,0,399,0,0,3,200,0,0,0,11,0,0,0,215,0,0,5,526,0,0,1,280,0,0,0,257,0,0,0,163,0,0,2,157,0,0,3,234,0,2,1,272,0,0,3,468,0,0,0,264,0,0,0,307,0,0,6,320
contig_20984_3,418,241,0,9,0,142,0,2,0,98,0,2,3,46,0,0,0,303,0,2,2,146,0,8,0,154,0,4,14,96,0,2,0,191,0,1,8,367,0,13,24,188,0,1,13,11,0,0,0,201,0,2,11,532,0,1,2,268,0,0,12,244,0,1,15,160,0,0,0,146,0,1,12,207,0,2,23,252,1,0,18,466,0,1,2,249,0,1,11,300,0,0,7,312,1,3,11
contig_20984_3,419,0,45,207,0,0,24,128,0,0,11,94,0,0,0,47,0,0,4,307,0,0,75,80,0,0,8,164,0,0,31,66,0,0,4,196,0,0,42,360,0,0,3,200,0,0,0,10,0,0,2,211,0,0,3,530,0,0,4,284,0,0,1,279,0,0,0,164,0,0,8,149,0,0,18,224,0,0,0,274,0,0,9,460,1,0,4,277,0,0,6,308,0,0,7,334,0
contig_20984_3,421,249,0,7,0,148,0,2,0,102,0,1,0,47,0,0,0,316,0,0,0,148,0,8,0,166,0,4,0,98,0,1,0,202,0,0,0,392,0,13,0,203,0,1,0,10,0,0,0,205,0,1,0,530,0,1,0,265,0,0,0,266,0,2,0,152,0,0,0,156,0,1,0,228,0,3,0,271,0,0,0,467,0,1,0,271,0,0,0,285,0,0,0,333,0,5,0
contig_20984_6,0,20,0,1,232,15,0,0,92,101,0,0,129,0,0,0,22,0,0,0,298,16,0,0,143,31,0,0,151,4,0,0,113,0,0,0,212,9,0,0,354,6,0,0,151,0,0,0,39,0,0,0,156,3,0,0,501,0,0,0,216,1,0,0,169,0,0,0,137,13,0,0,131,3,0,0,168,0,0,1,169,21,0,0,455,0,0,0,209,0,0,0,206,2,0,0,249
contig_20984_6,4,0,0,251,0,0,0,109,0,0,0,226,0,2,0,19,0,5,0,288,0,0,0,156,0,0,0,177,0,0,2,112,0,0,0,212,0,5,0,365,0,4,0,153,0,0,0,39,0,2,0,151,0,12,0,482,0,3,0,213,0,0,0,168,0,6,0,132,0,2,0,139,0,2,0,166,0,0,1,171,0,12,1,454,0,2,0,215,0,0,0,204,0,11,0,243,0
contig_20984_6,16,252,1,2,0,99,0,4,0,208,0,0,3,22,0,1,0,291,1,3,0,154,0,0,0,173,0,10,1,115,0,0,0,212,1,3,0,363,3,2,0,147,2,9,0,41,0,0,0,135,0,2,0,481,7,17,0,192,1,5,0,156,0,3,0,127,0,1,0,132,0,9,2,157,0,1,0,157,0,0,0,422,3,16,0,198,0,2,0,182,1,4,0,226,2,4,0
contig_20984_6,22,10,0,240,0,4,0,96,0,5,1,205,0,0,0,23,0,0,0,315,0,7,0,155,0,2,0,183,0,3,0,115,0,0,0,218,0,6,0,364,0,0,0,179,0,0,0,40,0,2,0,132,0,0,0,520,0,2,0,191,0,1,0,157,0,0,0,129,0,3,0,143,0,9,0,153,0,0,0,150,0,0,0,450,0,0,0,198,0,0,0,184,0,2,0,229,0
contig_20984_6,23,0,251,0,0,0,101,0,0,0,209,1,0,0,23,0,0,0,313,6,0,0,163,2,0,0,179,3,0,0,116,1,0,0,219,1,0,0,368,1,0,0,177,3,0,0,40,0,0,0,135,0,0,0,506,16,0,0,195,0,0,0,158,0,0,0,130,0,0,0,146,3,0,0,163,0,0,0,151,0,0,0,441,11,1,0,198,0,0,0,184,0,0,0,234,0,0
contig_20984_6,25,254,0,1,0,98,0,1,1,126,0,49,0,22,0,0,0,341,0,0,0,164,0,0,0,187,0,8,0,122,0,0,0,227,0,0,0,379,0,0,0,189,0,2,0,41,0,0,0,135,0,0,0,583,1,2,0,197,0,0,0,157,0,0,0,131,0,0,0,158,0,3,0,162,0,0,0,153,0,0,0,486,0,11,0,197,0,0,0,177,0,0,0,234,0,1,0
contig_20984_6,28,0,77,177,1,0,30,69,1,0,4,124,46,0,1,21,0,0,70,276,0,0,13,149,0,0,37,153,7,1,13,112,0,0,10,215,0,0,22,362,0,1,36,157,2,0,2,39,0,0,5,130,0,0,159,433,0,0,32,163,1,0,13,143,0,0,21,106,0,0,28,130,3,0,7,155,0,0,2,146,0,0,137,365,11,0,8,186,0,0,7,172,0,0,31,200,0
contig_20984_6,31,1,0,1,258,0,0,1,100,3,0,45,122,0,0,0,23,0,0,0,349,0,0,0,166,1,0,6,191,0,0,0,126,0,0,0,225,0,0,0,392,0,0,2,194,0,0,0,41,0,0,0,140,0,0,1,608,0,0,1,198,0,0,0,162,1,0,0,126,1,0,3,163,0,0,0,162,0,0,0,153,2,0,9,514,0,0,0,198,0,0,1,181,0,0,0,235
contig_20984_6,34,257,0,1,0,101,0,1,0,122,0,46,1,23,0,0,0,352,0,0,0,172,0,0,0,198,0,7,0,122,0,0,0,223,0,0,0,397,0,0,0,197,0,2,0,41,0,0,0,140,0,0,0,614,0,0,0,200,0,0,0,168,0,0,0,129,0,0,0,166,0,3,1,165,0,0,0,156,0,0,0,519,0,10,0,206,0,0,0,184,0,0,0,235,0,0,0
contig_20984_6,40,264,0,0,1,98,0,0,0,154,0,12,4,24,0,0,0,349,0,0,0,175,0,0,0,198,0,2,3,116,1,0,3,220,0,0,0,384,1,0,2,203,0,0,1,41,0,0,0,129,0,0,0,610,0,0,0,180,0,0,0,157,0,0,0,121,0,0,0,169,0,0,7,157,0,0,0,147,0,0,0,539,0,0,0,196,0,0,0,173,0,0,0,213,0,0,0
contig_20984_6,43,0,1,0,259,0,1,0,102,0,45,0,124,0,0,0,24,0,0,0,349,0,0,0,177,0,5,0,192,0,0,0,117,0,0,0,220,0,0,0,386,0,2,0,205,0,0,0,41,0,0,0,125,0,0,0,610,0,0,0,184,0,1,0,162,0,0,0,125,0,4,0,172,0,0,0,163,0,0,0,150,0,10,0,530,0,0,0,200,0,0,0,178,0,1,0,212
contig_20984_6,49,267,0,1,0,97,0,1,0,125,0,38,0,24,0,0,0,343,0,0,1,180,0,0,0,199,0,4,0,119,0,0,0,214,0,0,1,386,0,0,0,207,0,2,0,41,0,0,0,117,0,0,0,615,0,2,1,182,0,0,0,160,0,0,0,122,0,0,1,180,0,4,0,159,0,0,0,144,0,0,1,536,0,8,0,187,0,0,1,177,1,0,1,212,0,1,0
contig_20984_6,59,259,0,1,1,98,0,0,1,125,0,0,30,27,0,0,0,348,0,0,0,183,0,0,0,194,0,0,5,119,0,0,0,217,0,0,0,390,0,0,0,207,0,0,0,5,0,0,0,121,0,0,0,621,0,0,0,200,0,0,0,161,0,0,0,133,0,0,0,175,0,0,4,178,0,0,0,148,0,1,0,534,0,0,7,179,0,0,0,188,0,0,0,207,0,0,0
contig_20984_6,61,0,0,16,246,1,0,9,90,26,0,3,123,0,0,0,26,0,0,0,346,0,0,20,166,5,0,9,183,0,0,5,115,0,0,0,216,0,0,8,379,1,0,4,200,0,0,0,4,0,1,0,122,0,6,0,610,0,1,0,190,0,1,0,161,0,0,0,134,3,0,6,172,0,0,6,169,0,0,0,141,7,0,1,531,0,0,1,185,0,0,0,186,0,0,1,202
contig_20984_6,64,262,0,1,0,102,0,1,0,123,0,26,0,26,0,0,0,345,0,0,0,174,0,9,0,193,0,5,0,92,0,28,0,220,0,0,0,383,0,7,0,200,0,9,0,5,0,0,0,129,0,0,0,612,0,2,0,183,0,0,0,162,0,0,0,132,0,0,0,167,0,14,0,178,0,1,0,144,0,0,0,544,0,2,0,178,0,0,0,190,0,0,0,204,0,2,0
contig_20984_6,72,0,267,0,0,0,98,0,0,17,112,0,0,0,26,0,0,0,340,0,1,0,174,0,2,4,188,0,0,0,118,0,0,0,217,0,0,0,394,0,0,0,206,0,0,0,5,0,0,0,133,0,0,0,612,1,0,0,185,0,0,0,161,0,0,0,131,0,0,2,166,0,0,0,177,0,0,0,139,0,0,6,526,1,0,0,166,0,0,0,181,0,1,0,205,0,0
contig_20984_6,73,0,0,264,1,0,0,97,0,14,0,113,0,0,0,25,0,0,1,339,0,0,0,176,0,3,0,189,0,0,0,118,0,0,0,215,0,0,0,393,1,0,0,207,0,0,0,5,0,0,0,133,0,1,3,609,0,0,0,186,0,0,0,163,0,0,0,130,0,1,1,169,0,0,0,178,0,0,0,139,0,5,0,526,0,0,0,167,0,0,0,183,0,0,0,206,0
contig_20984_6,79,258,0,18,0,96,0,8,0,127,0,2,0,28,0,0,0,339,0,0,0,162,0,19,0,177,0,7,0,116,0,4,0,229,0,0,0,390,0,8,0,201,0,6,0,8,0,0,0,146,0,0,0,612,0,1,0,197,0,0,0,176,0,0,0,145,0,0,0,167,2,5,0,186,0,6,0,149,0,0,0,527,0,1,0,187,0,0,0,199,0,0,0,224,0,1,0
contig_20984_6,82,285,0,0,0,105,0,0,0,119,15,0,0,28,0,0,0,336,0,0,0,183,0,0,0,179,4,0,0,120,0,0,0,222,0,0,2,407,0,0,0,202,0,0,0,8,0,0,0,150,0,0,0,609,0,0,0,200,0,0,0,176,0,0,0,147,0,0,0,174,1,0,0,192,0,0,0,151,0,0,0,530,5,0,0,192,0,0,0,203,0,0,0,229,0,0,0
contig_20984_6,91,4,0,0,285,9,0,0,84,14,0,2,109,22,0,0,7,114,0,8,216,1,0,0,185,45,0,13,123,1,0,0,120,181,0,19,26,223,0,34,157,65,0,12,134,4,0,0,4,124,0,13,13,227,0,9,372,141,0,9,51,139,0,12,28,65,0,2,75,47,0,15,116,131,0,10,57,142,0,4,4,179,0,4,363,184,0,10,13,171,0,12,15,136,0,5,86
contig_20984_6,94,226,1,0,62,82,0,0,9,70,0,5,49,27,0,0,3,324,0,0,16,150,0,0,36,152,0,2,25,103,0,0,17,221,0,0,5,384,0,0,34,198,0,0,15,8,0,0,0,144,0,0,7,586,0,0,27,198,0,0,3,179,0,0,1,137,0,0,7,158,0,1,16,182,0,0,14,143,0,0,1,500,0,4,38,206,0,0,3,195,0,0,1,214,0,0,10
contig_20984_6,97,285,0,9,1,90,0,2,1,91,0,19,16,29,0,2,0,347,0,0,0,161,1,11,9,171,0,9,3,94,1,3,19,226,0,0,0,393,1,20,4,200,1,5,7,8,0,0,0,147,0,0,0,615,1,0,2,194,0,0,0,183,0,2,1,140,1,0,0,163,0,11,5,179,0,7,0,142,0,1,0,543,0,5,2,216,0,0,0,201,0,0,0,215,0,2,2
contig_20984_6,100,293,1,0,0,86,8,1,0,122,2,0,1,29,2,0,0,344,1,0,0,183,0,0,0,186,0,0,0,116,0,0,0,223,4,0,0,415,4,0,0,215,1,0,0,8,0,0,0,141,2,0,0,617,0,0,0,186,3,0,1,178,1,0,0,132,2,0,0,176,0,0,0,183,2,0,0,138,1,0,0,557,0,0,0,202,1,2,0,193,3,0,0,219,1,0,0
contig_20984_6,104,0,0,297,0,0,1,92,0,0,0,118,5,1,0,30,0,4,1,335,0,0,0,183,0,0,0,185,2,0,0,119,0,0,1,228,0,5,0,420,0,2,0,216,0,0,0,8,0,1,0,139,0,4,0,603,1,3,0,186,0,0,0,179,0,4,0,131,0,1,0,176,0,2,1,181,0,0,0,140,0,2,1,543,3,0,0,204,0,1,0,193,0,3,0,217,0
contig_20984_6,109,1,250,0,45,0,84,0,5,0,90,0,35,0,31,0,0,0,335,0,7,0,147,0,37,0,162,0,26,0,79,0,39,0,233,0,0,1,389,0,36,0,196,0,23,0,8,0,0,4,126,0,0,4,590,0,12,0,179,0,0,0,175,0,0,0,131,0,0,0,142,0,34,0,176,0,6,0,140,0,0,2,527,0,21,0,200,0,0,0,186,0,0,0,210,0,3
contig_20984_6,121,16,0,271,0,0,0,94,0,4,0,116,0,0,0,28,0,3,0,341,0,8,0,174,0,7,0,175,0,6,0,114,0,0,0,234,0,8,0,427,0,0,0,220,0,0,0,8,0,0,0,135,0,4,0,598,1,0,0,193,0,0,0,184,0,0,0,148,0,7,0,172,0,1,0,187,0,0,0,147,0,11,0,545,0,0,0,217,0,0,0,198,0,1,0,213,0
contig_20984_6,124,2,1,280,0,5,0,87,0,8,3,112,0,16,0,13,0,119,0,226,0,3,0,177,0,34,3,142,0,1,0,115,0,127,0,105,1,168,0,271,1,62,0,156,0,4,0,4,0,71,0,62,0,222,1,374,0,109,0,82,0,120,0,64,0,75,1,68,0,34,0,142,0,77,0,108,0,114,0,33,0,176,3,363,0,151,2,55,0,139,0,57,0,113,0,103,0
contig_20984_6,127,0,168,0,113,0,53,0,44,1,112,0,8,0,25,0,2,0,235,0,104,0,154,0,26,0,141,0,40,0,93,0,23,0,219,0,12,0,402,0,47,0,165,0,55,0,5,0,3,0,135,0,6,0,412,1,185,0,162,0,31,0,170,0,18,0,126,0,24,0,130,0,47,0,172,0,16,0,147,0,0,0,370,0,173,0,205,0,9,0,190,0,14,0,176,0,43
contig_20984_6,130,11,0,270,1,5,0,94,0,2,0,123,0,0,0,27,0,0,0,338,0,2,0,174,0,4,0,180,0,3,0,113,0,0,0,233,0,8,0,440,0,2,0,220,0,0,0,8,0,0,0,143,0,3,1,595,0,1,0,186,0,3,0,185,0,0,0,151,0,3,1,172,0,3,0,182,0,0,0,148,0,2,0,541,0,3,0,208,0,0,0,213,0,3,0,215,0
contig_20984_6,133,151,0,121,0,67,0,33,0,71,0,53,0,25,0,2,0,323,0,17,0,36,0,130,0,129,0,54,0,32,0,82,0,231,0,2,0,364,0,82,0,178,0,42,0,8,0,0,0,140,0,1,0,561,1,35,0,176,0,7,0,181,0,6,0,150,0,4,0,130,0,47,0,148,0,29,0,151,0,1,0,482,0,56,0,205,0,1,0,214,0,0,0,197,0,16,0
contig_20984_6,136,137,130,3,1,50,35,15,0,48,51,23,0,4,2,22,0,121,31,183,0,32,126,4,0,54,55,73,0,31,80,0,0,20,6,213,0,65,81,297,0,62,47,111,0,2,0,5,0,15,1,142,0,212,49,334,0,32,8,156,0,23,6,168,0,27,5,123,1,51,47,77,0,20,32,131,0,1,1,158,0,196,64,279,0,10,1,203,0,15,0,220,0,52,22,153,0
contig_20984_6,138,31,0,99,141,5,0,30,65,4,0,47,71,0,0,2,27,0,0,33,305,49,0,80,36,5,0,50,127,22,0,59,30,2,0,4,231,26,0,55,359,1,0,46,176,0,0,0,7,1,0,0,152,0,0,50,542,0,0,8,184,1,0,5,187,0,0,5,151,8,0,41,126,12,0,20,149,0,0,1,155,0,1,64,477,1,2,0,207,0,0,0,232,1,0,22,205
contig_20984_6,142,1,0,289,2,0,0,105,0,0,3,122,0,0,0,29,0,1,0,338,0,0,0,179,0,1,0,182,0,0,0,118,0,0,0,237,0,4,0,458,0,0,0,226,0,0,0,7,0,0,0,149,0,3,0,600,0,2,0,193,0,0,0,200,0,2,0,156,0,2,0,172,0,3,0,183,0,0,0,152,0,5,1,533,0,0,0,213,0,0,0,231,0,1,0,233,0
contig_20984_6,145,0,1,0,293,0,0,0,101,0,0,0,130,1,0,0,28,0,0,0,344,0,1,0,177,0,0,0,186,0,0,0,121,9,1,0,223,14,0,0,446,0,0,0,227,0,0,0,7,5,0,0,139,0,0,0,595,7,2,0,175,3,2,0,188,1,0,0,151,0,0,0,172,7,1,0,171,5,4,0,137,0,1,0,533,8,5,0,197,10,2,0,219,5,0,0,219
contig_20984_6,148,257,0,40,0,106,0,5,0,114,0,11,0,29,0,1,0,289,0,52,2,146,0,33,0,160,0,23,0,102,0,20,0,234,0,1,0,440,0,26,0,208,0,20,0,7,0,0,0,153,0,3,0,497,0,90,0,190,0,4,0,206,0,4,0,154,0,9,0,151,0,23,0,189,0,10,0,165,0,0,0,437,0,90,0,221,0,0,0,256,0,0,0,231,0,13,0
contig_20984_6,151,1,0,291,0,0,0,102,0,0,0,124,0,0,0,30,0,0,0,334,0,2,0,178,0,1,0,182,0,2,0,119,0,31,0,201,0,55,0,412,0,3,0,226,0,0,0,7,0,27,0,124,0,0,0,586,0,11,0,181,0,13,0,197,0,0,0,157,0,3,0,169,0,26,1,167,0,16,0,153,0,0,0,518,0,14,0,207,0,15,0,237,0,8,0,237,0
contig_20984_6,154,209,0,81,0,79,0,24,0,68,0,56,0,28,0,2,0,309,0,30,0,113,0,65,0,149,0,32,0,105,0,17,0,222,0,8,0,407,0,58,0,210,0,19,0,7,0,0,0,149,0,5,0,526,0,57,0,188,0,5,1,206,0,5,0,150,0,7,0,156,0,13,0,177,0,21,0,170,0,2,0,471,0,37,0,217,0,2,0,251,0,1,0,215,0,27,0
contig_20984_6,157,3,0,290,0,0,0,100,0,0,0,128,0,0,0,32,0,0,0,344,0,5,0,170,0,0,0,184,0,1,0,118,0,0,1,227,0,7,0,456,0,0,0,234,0,0,0,7,0,0,0,158,0,0,0,572,0,0,0,190,0,0,0,210,0,0,0,157,1,0,0,167,0,3,0,181,0,0,0,174,0,2,0,503,0,1,0,215,0,0,0,248,0,2,0,242,0
contig_20984_6,160,269,0,25,1,95,0,11,0,114,0,10,0,30,0,2,0,327,4,15,1,170,0,0,0,179,1,7,0,120,0,3,0,221,1,0,0,450,1,12,2,226,0,10,0,5,0,1,0,156,0,1,0,544,8,22,0,181,0,9,1,205,0,8,0,157,0,1,0,155,1,12,0,178,0,3,0,173,0,1,0,475,1,23,0,214,0,4,0,243,0,5,0,234,2,6,1
contig_20984_6,163,1,285,0,8,0,108,0,0,0,110,0,14,0,29,0,2,0,346,0,3,0,169,0,2,0,181,0,6,0,115,2,4,0,222,0,0,0,447,0,16,1,225,0,9,0,5,0,0,0,162,0,2,0,576,0,9,0,190,0,2,0,216,0,0,0,145,0,8,0,160,0,10,1,177,0,5,0,171,0,1,0,489,0,14,0,211,0,2,0,247,0,0,0,247,0,4
contig_20984_6,164,0,2,0,293,0,0,0,106,0,0,0,124,0,0,0,32,0,0,0,352,0,0,0,171,0,0,0,191,0,0,0,122,0,9,0,214,0,9,0,456,0,0,0,235,0,0,0,5,0,2,0,162,1,0,0,583,0,0,0,189,0,5,0,211,0,0,0,151,0,0,0,169,0,3,1,181,0,9,0,155,1,0,0,506,2,4,0,208,0,3,0,233,0,1,0,245
contig_20984_6,166,1,0,289,0,0,0,105,1,9,0,117,0,3,0,28,0,2,0,357,0,1,0,171,0,1,0,188,0,4,0,117,0,0,0,222,0,3,0,463,0,2,0,230,0,0,0,5,0,0,0,167,0,0,0,588,0,2,0,188,0,0,0,219,0,0,0,153,0,2,0,167,0,2,0,186,0,1,0,170,0,1,1,509,0,0,0,217,0,0,0,240,0,0,0,252,0
contig_20984_6,169,154,19,101,12,64,1,37,3,75,10,36,4,8,0,23,0,142,9,205,0,36,9,112,9,71,6,110,3,30,11,74,6,26,0,194,0,80,9,356,17,83,3,142,3,1,0,4,0,20,0,147,0,225,9,356,1,38,0,153,0,33,1,184,0,31,0,121,0,57,6,100,6,35,2,142,2,6,0,163,0,190,16,305,2,20,0,198,0,26,0,211,0,70,0,169,2
contig_20984_6,170,0,0,282,0,0,1,102,2,0,2,122,0,0,0,32,0,0,3,351,0,0,12,149,0,0,4,186,0,0,9,111,0,0,2,218,0,0,1,461,0,0,0,230,0,0,0,5,0,0,2,165,0,0,2,591,1,0,2,188,0,0,1,214,0,0,0,153,0,0,2,163,1,0,3,177,0,0,0,167,0,0,1,511,0,0,0,216,0,0,5,232,0,0,0,241,0
contig_20984_6,171,227,25,0,32,93,5,0,7,116,0,0,9,32,0,0,0,352,0,0,2,87,40,0,34,178,1,0,12,91,10,0,17,223,1,0,0,413,24,0,26,217,1,0,9,5,0,0,0,166,1,0,0,587,0,0,4,187,0,0,2,214,1,0,0,151,0,0,0,152,1,0,12,160,9,0,11,167,0,0,0,509,0,0,3,214,0,0,1,237,0,0,0,237,0,0,4
contig_20984_6,172,211,0,3,75,84,0,1,20,96,0,0,32,31,0,0,0,342,3,0,9,71,0,0,89,164,2,2,24,59,0,1,57,221,0,0,1,394,0,2,63,202,4,2,17,5,0,0,0,162,2,0,1,574,6,0,12,184,0,0,3,208,0,0,6,142,8,0,0,139,1,2,21,156,0,2,21,164,0,2,0,483,13,0,15,211,0,0,1,235,0,0,0,231,2,0,5
contig_20984_6,175,0,0,288,0,0,0,101,0,5,0,123,0,0,0,31,0,1,0,349,0,1,0,164,0,0,0,188,0,1,0,119,0,0,0,221,0,7,0,461,0,1,0,227,0,0,0,6,0,1,0,164,0,2,0,589,0,0,0,185,0,0,0,213,0,0,0,148,0,1,0,161,0,1,0,181,0,0,0,167,0,6,0,504,0,1,0,213,2,0,0,229,0,0,0,237,0
