,Position,Su13.BD.MLB.DD.MAG1-A,Su13.BD.MLB.DD.MAG1-C,Su13.BD.MLB.DD.MAG1-G,Su13.BD.MLB.DD.MAG1-T,Sp13.BD.MM15.DD.A.MAG1-A,Sp13.BD.MM15.DD.A.MAG1-C,Sp13.BD.MM15.DD.A.MAG1-G,Sp13.BD.MM15.DD.A.MAG1-T,Fa13.BD.MLB.SN.MAG1-A,Fa13.BD.MLB.SN.MAG1-C,Fa13.BD.MLB.SN.MAG1-G,Fa13.BD.MLB.SN.MAG1-T,Sp13.BD.MM110.DD.MAG1-A,Sp13.BD.MM110.DD.MAG1-C,Sp13.BD.MM110.DD.MAG1-G,Sp13.BD.MM110.DD.MAG1-T,Su13.BD.MM110.SN.C.MAG1-A,Su13.BD.MM110.SN.C.MAG1-C,Su13.BD.MM110.SN.C.MAG1-G,Su13.BD.MM110.SN.C.MAG1-T,Fa13.BD.MM15.DN.MAG1-A,Fa13.BD.MM15.DN.MAG1-C,Fa13.BD.MM15.DN.MAG1-G,Fa13.BD.MM15.DN.MAG1-T,Su13.BD.MM15.DN.MAG1-A,Su13.BD.MM15.DN.MAG1-C,Su13.BD.MM15.DN.MAG1-G,Su13.BD.MM15.DN.MAG1-T,Sp13.BD.MM110.SD.MAG1-A,Sp13.BD.MM110.SD.MAG1-C,Sp13.BD.MM110.SD.MAG1-G,Sp13.BD.MM110.SD.MAG1-T,Su13.BD.MM110.SD.MAG1-A,Su13.BD.MM110.SD.MAG1-C,Su13.BD.MM110.SD.MAG1-G,Su13.BD.MM110.SD.MAG1-T,Fa13.BD.MM15.SD.MAG1-A,Fa13.BD.MM15.SD.MAG1-C,Fa13.BD.MM15.SD.MAG1-G,Fa13.BD.MM15.SD.MAG1-T,Fa13.BD.MM110.SN.MAG1-A,Fa13.BD.MM110.SN.MAG1-C,Fa13.BD.MM110.SN.MAG1-G,Fa13.BD.MM110.SN.MAG1-T,Su13.BD.MM15.SN.C.MAG1-A,Su13.BD.MM15.SN.C.MAG1-C,Su13.BD.MM15.SN.C.MAG1-G,Su13.BD.MM15.SN.C.MAG1-T,Fa13.BD.MM110.SD.MAG1-A,Fa13.BD.MM110.SD.MAG1-C,Fa13.BD.MM110.SD.MAG1-G,Fa13.BD.MM110.SD.MAG1-T,Fa13.BD.MM110.DN.MAG1-A,Fa13.BD.MM110.DN.MAG1-C,Fa13.BD.MM110.DN.MAG1-G,Fa13.BD.MM110.DN.MAG1-T,Sp13.BD.MM15.SD.MAG1-A,Sp13.BD.MM15.SD.MAG1-C,Sp13.BD.MM15.SD.MAG1-G,Sp13.BD.MM15.SD.MAG1-T,Sp13.BD.MLB.SN.MAG1-A,Sp13.BD.MLB.SN.MAG1-C,Sp13.BD.MLB.SN.MAG1-G,Sp13.BD.MLB.SN.MAG1-T,Sp13.BD.MM15.SN.MAG1-A,Sp13.BD.MM15.SN.MAG1-C,Sp13.BD.MM15.SN.MAG1-G,Sp13.BD.MM15.SN.MAG1-T,Fa13.BD.MLB.DN.MAG1-A,Fa13.BD.MLB.DN.MAG1-C,Fa13.BD.MLB.DN.MAG1-G,Fa13.BD.MLB.DN.MAG1-T,Su13.BD.MLB.SD.C.MAG1-A,Su13.BD.MLB.SD.C.MAG1-C,Su13.BD.MLB.SD.C.MAG1-G,Su13.BD.MLB.SD.C.MAG1-T,Su13.BD.MM15.SD.MAG1-A,Su13.BD.MM15.SD.MAG1-C,Su13.BD.MM15.SD.MAG1-G,Su13.BD.MM15.SD.MAG1-T,Sp13.BD.MM110.SN.MAG1-A,Sp13.BD.MM110.SN.MAG1-C,Sp13.BD.MM110.SN.MAG1-G,Sp13.BD.MM110.SN.MAG1-T,Fa13.BD.MM15.SN.MAG1-A,Fa13.BD.MM15.SN.MAG1-C,Fa13.BD.MM15.SN.MAG1-G,Fa13.BD.MM15.SN.MAG1-T
contig_19584_11,28,0,0,0,0,0,3,0,0,0,36,0,5,0,2,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,23,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,4,0,0
contig_19584_11,34,0,0,0,0,0,2,1,0,0,39,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,4,0,0,0,23,0,0,0,5,0,1,0,0,2,0,0,0,3,0,0,4,0,0
contig_19584_11,43,0,0,0,0,0,2,1,0,0,39,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,4,0,0,0,19,0,0,0,6,0,0,0,0,3,0,0,0,3,0,0,4,0,0
contig_19584_11,45,0,0,0,0,1,0,1,0,40,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,1,0,2,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,4,0,0,0,19,0,0,0,6,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0
contig_19584_11,67,0,0,0,1,0,3,0,0,0,1,0,41,0,1,0,0,0,5,0,0,0,0,0,2,0,3,0,1,0,4,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,0,1,0,0,0,19,0,1,0,5,0,6,0,0,0,6,0,0,0,0,0,6
contig_19584_11,103,0,2,0,0,0,4,0,1,0,44,0,0,0,6,0,1,0,3,0,6,0,4,0,0,0,6,0,4,0,13,0,3,0,2,0,1,0,2,0,1,0,0,0,1,0,7,0,7,0,0,0,0,0,0,0,0,0,11,0,2,0,4,0,0,0,8,0,1,2,22,0,0,0,5,0,0,0,0,0,6,0,37,0,6,0,5,0,0
contig_19584_11,109,0,2,0,0,1,4,0,0,0,47,0,0,1,6,0,0,5,3,0,0,0,5,0,0,4,7,0,0,3,13,0,0,3,2,0,0,1,2,0,0,1,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,3,0,0,1,4,0,0,0,26,0,0,0,8,0,0,4,1,0,0,6,37,0,0,0,5,0,0
contig_19584_11,111,2,0,0,0,1,0,4,0,46,0,1,0,1,0,6,0,0,0,8,0,0,0,5,0,1,0,8,0,1,0,15,0,0,0,5,0,0,0,3,0,0,0,1,0,3,0,10,0,0,0,0,0,0,0,0,0,4,0,9,0,1,0,2,0,1,0,2,0,29,0,0,0,8,0,0,0,0,0,5,0,1,0,42,0,5,0,1,0
contig_19584_11,112,0,1,1,0,0,2,3,0,0,37,10,0,1,1,5,0,0,5,3,0,0,0,5,0,0,5,4,0,0,5,11,0,0,3,3,0,0,1,2,0,0,1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,5,8,0,2,2,0,0,0,2,1,0,0,27,2,0,0,8,0,0,0,4,1,0,0,7,36,0,0,4,2,0
contig_19584_11,127,0,0,2,0,3,0,2,0,0,0,43,0,5,0,3,0,3,0,5,0,5,0,1,0,5,0,5,0,13,0,5,0,3,0,3,0,3,0,1,0,0,0,1,0,2,0,11,0,0,0,0,0,0,0,0,0,7,0,8,0,2,0,3,0,1,0,1,0,0,0,26,0,1,0,9,0,1,0,4,0,38,0,6,0,1,0,4,0
contig_19584_11,130,0,0,0,2,0,3,0,2,0,1,0,44,0,5,0,3,0,3,0,5,0,5,0,1,0,5,0,5,0,14,0,4,0,3,0,3,0,3,0,1,0,0,0,1,0,4,0,9,0,0,0,0,0,0,0,0,0,8,0,7,0,3,0,2,0,1,0,1,0,0,0,26,0,1,0,9,0,1,0,4,0,39,0,6,0,1,0,4
contig_19584_11,148,0,1,2,0,3,1,2,0,0,0,47,0,8,0,3,0,3,0,5,0,8,0,1,0,5,0,3,0,17,1,4,0,5,0,3,0,5,0,1,0,0,0,1,0,2,0,14,0,0,0,0,0,0,0,0,0,8,1,9,0,2,3,8,0,2,0,3,0,0,0,29,0,0,1,7,0,3,0,4,0,39,0,5,0,5,0,5,0
contig_19584_11,151,0,0,3,0,1,0,5,0,1,0,44,1,1,0,10,0,5,0,3,0,0,0,9,0,2,0,12,0,3,0,20,0,3,0,9,0,1,0,8,0,1,0,2,0,7,0,11,0,0,0,2,0,0,0,0,0,2,0,18,0,0,0,15,0,1,0,4,0,0,0,29,0,2,0,6,0,3,0,6,0,4,0,40,0,0,0,10,0
contig_19584_11,157,0,3,0,0,0,4,0,3,0,47,0,0,0,3,0,8,0,5,0,2,0,3,0,6,0,9,0,5,0,5,0,18,0,5,0,8,0,3,0,6,0,3,0,0,0,15,0,2,0,2,0,0,0,2,0,0,0,14,0,8,0,17,0,2,0,3,0,2,0,29,0,0,0,8,0,0,0,6,0,3,0,5,0,37,0,5,0,5
contig_19584_11,160,0,0,3,0,3,0,4,0,0,0,44,2,8,0,3,0,2,0,5,0,6,0,3,0,3,0,11,0,18,0,5,0,8,0,5,0,6,0,3,0,0,0,3,0,2,0,15,0,0,0,2,0,0,0,2,0,6,0,15,0,2,0,17,0,2,0,3,0,0,0,30,0,0,0,8,0,3,0,6,0,33,0,9,0,6,0,5,0
contig_19584_11,175,2,0,1,0,8,1,0,0,43,0,0,0,11,0,0,0,7,0,0,0,9,0,0,0,7,0,0,0,20,0,0,0,11,0,0,0,6,0,0,0,1,0,0,0,10,0,2,0,1,0,0,0,0,0,0,0,13,0,0,0,6,1,0,1,4,0,1,0,30,0,0,0,8,0,2,0,7,0,1,0,43,0,0,0,11,0,0,0
contig_19584_11,181,0,0,3,0,0,0,9,0,2,0,42,0,1,0,10,0,2,0,3,0,0,0,9,0,2,0,5,0,1,0,19,0,2,0,8,0,0,0,6,0,1,0,0,0,7,0,5,0,0,0,1,0,0,0,0,0,1,0,13,0,0,0,8,0,1,0,4,0,1,0,29,0,0,0,8,0,2,0,6,0,4,0,38,0,0,0,11,0
contig_19584_11,184,2,1,0,0,1,3,0,0,45,0,1,1,3,7,0,1,2,3,0,0,1,6,0,2,4,5,0,0,1,18,0,0,2,8,0,0,0,4,0,0,1,0,0,0,8,2,1,0,0,0,0,1,0,0,0,0,6,8,0,0,5,0,0,1,3,2,0,0,31,0,0,0,8,0,0,0,3,5,0,0,4,37,0,0,7,6,0,0
contig_19584_11,187,0,1,0,2,0,3,0,1,0,0,0,48,0,7,0,3,0,3,0,2,0,8,0,1,0,5,0,4,0,17,0,1,0,8,0,2,0,4,0,0,0,0,0,1,0,3,0,8,0,1,0,0,0,0,0,0,0,8,0,6,0,1,0,3,0,2,0,3,0,0,0,35,0,1,0,7,0,5,0,3,0,34,0,4,0,6,0,7
contig_19584_11,193,3,0,0,0,4,0,0,0,46,0,0,0,9,1,0,0,3,2,0,0,9,0,0,0,7,2,0,0,18,0,0,0,8,2,0,0,4,0,0,0,0,1,0,0,5,6,0,0,1,0,0,0,0,0,0,0,13,1,0,0,5,0,0,0,4,1,0,0,34,0,0,0,8,1,0,0,6,1,0,0,33,0,0,0,13,0,0,0
contig_19584_11,196,0,0,3,0,3,0,1,0,0,0,49,0,7,0,2,0,4,0,0,0,5,0,3,0,7,0,2,0,17,0,1,0,8,0,0,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,1,0,0,0,0,0,9,0,5,0,1,0,4,0,3,0,2,0,0,0,30,0,1,0,8,0,5,0,2,0,32,0,1,0,6,0,7,0
contig_19584_11,205,0,0,4,0,2,0,1,0,0,0,45,0,6,0,2,0,3,0,1,0,5,0,3,0,5,0,2,0,17,0,1,0,6,0,2,0,4,0,0,0,0,0,1,0,1,0,6,0,0,0,1,0,0,0,0,0,6,0,6,0,0,0,5,0,2,0,2,0,0,0,30,0,0,0,8,0,5,0,2,0,24,0,1,0,6,0,5,0
contig_19584_11,208,3,0,0,0,2,2,0,0,44,0,0,0,1,6,0,0,0,4,0,0,1,7,0,0,0,7,0,0,1,17,0,0,0,6,0,2,0,4,0,0,1,0,0,0,2,3,0,1,0,1,0,0,0,0,0,0,4,7,0,0,5,1,0,0,1,3,0,0,30,0,0,0,9,0,0,0,1,6,0,0,1,21,0,0,5,6,0,0
contig_19584_11,217,0,3,0,0,0,4,0,1,0,45,0,0,0,1,0,6,0,0,1,2,0,1,0,5,0,0,0,2,0,1,0,8,0,0,2,4,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,3,1,6,0,5,0,0,0,4,0,2,0,32,0,0,0,9,0,0,0,2,0,2,0,1,0,8,0,5,0,2
contig_19584_11,220,3,0,0,0,4,0,1,0,45,0,0,0,6,0,1,0,2,0,0,0,5,0,0,0,2,0,0,0,7,0,1,0,5,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,8,0,1,0,5,0,0,0,6,0,0,0,32,0,0,0,9,0,0,0,4,0,0,0,5,0,1,0,7,0,0,0
contig_19584_11,226,3,0,0,0,4,0,0,0,42,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,5,0,0,0,4,0,0,0,33,0,0,0,9,0,0,0,2,0,2,0,0,0,4,0,5,0,0,0
contig_19584_11,229,0,0,3,0,0,0,4,0,0,0,41,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,0,0,32,0,0,0,9,0,0,0,2,2,0,0,0,2,0,0,5,0
contig_19584_11,231,0,0,3,0,0,0,2,0,0,0,40,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,0,0,0,33,0,0,0,9,0,0,0,2,2,0,0,0,2,0,0,5,0
contig_19584_11,232,0,0,0,3,0,0,0,2,0,0,0,40,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,2,0,0,3,0,0,0,33,0,0,0,10,1,0,2,1,0,0,2,0,0,0,0,5
contig_19584_11,235,3,0,0,0,2,0,0,0,40,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,1,4,0,0,1,34,0,0,0,11,0,0,0,2,0,2,0,0,0,2,0,5,0,0,0
contig_19584_11,238,0,3,0,0,0,2,0,0,0,39,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,0,0,0,35,0,0,0,11,0,0,2,2,0,0,2,0,0,0,0,5,0,0
contig_19584_11,241,0,0,0,3,0,0,0,2,0,0,0,39,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,5,0,0,0,33,0,0,0,11,0,2,0,2,0,3,0,0,0,0,0,5
contig_19584_11,244,0,0,3,0,0,0,2,0,0,0,41,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,6,0,0,0,5,0,0,0,31,0,1,0,10,0,0,2,2,0,0,3,0,0,0,0,5,0
contig_19584_11,271,2,0,0,0,2,0,0,0,47,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,5,0,1,0,29,0,0,0,10,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0
contig_19584_11,280,0,0,0,2,0,0,0,2,0,0,0,47,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,4,0,0,0,30,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,3
contig_19584_11,343,0,0,12,0,0,0,1,0,1,0,45,0,1,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,4,0,0,0,30,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,4,0
contig_19584_11,352,0,0,13,0,0,0,1,0,0,0,41,1,0,0,3,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,3,1,0,0,31,0,0,0,12,0,0,0,3,1,0,0,0,0,0,0,4,0
contig_19584_11,361,7,0,0,0,1,0,0,0,42,0,0,0,4,0,0,0,2,0,0,0,7,0,0,0,1,0,0,0,5,0,1,0,1,0,0,0,3,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,2,0,22,0,0,0,9,0,0,0,2,0,2,0,0,0,0,0,4,0,0,0
contig_19584_11,373,0,0,5,0,0,0,1,0,0,0,41,0,0,0,4,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,1,0,2,0,0,0,20,0,0,0,7,0,1,0,1,0,0,0,0,0,0,0,2,0
contig_19584_11,394,0,0,0,5,0,0,0,1,0,0,0,42,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,2,0,0,0,18,0,0,0,6,0,0,0,2,0,0,0,1,0,0,0,5
contig_19584_12,0,0,7,0,0,0,1,0,0,0,38,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,4,0,0,0,14,0,0,0,3,0,0,0,4,0,0,0,1,0,0,0,4,0,0
contig_19584_12,46,0,0,4,0,0,0,1,0,0,0,35,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,20,0,0,0,3,0,0,0,3,0,0,0,1,0,0,1,3,0
contig_19584_12,48,4,0,0,0,1,0,0,0,33,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,4,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,3,0,0,0,20,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,3,0,0,1
contig_19584_12,49,0,4,0,0,0,1,0,0,0,34,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,4,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,3,0,0,0,20,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,3,0,1
contig_19584_12,88,0,0,6,0,0,0,4,0,0,0,35,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,10,0,0,2,5,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,20,0,0,0,4,0,0,0,2,0,0,0,7,0,0,0,4,0
contig_19584_12,135,0,0,0,5,0,0,0,2,4,0,0,29,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,12,1,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1
contig_19584_12,139,0,0,0,5,0,0,0,2,0,4,0,29,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,2,0,13,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,1
contig_19584_12,142,5,0,0,0,2,0,0,0,31,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,0,16,0,2,0,2,0,1,0,1,0,0,0,1,0,0,0,9,0,0,0
contig_19584_12,145,0,0,0,7,0,0,0,4,0,0,5,30,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,2,18,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,9
contig_19584_12,151,0,0,0,7,0,0,0,4,0,0,5,30,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,4,0,0,2,17,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,9
contig_19584_12,166,2,0,5,0,0,0,2,0,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,1,0,5,0,7,0,14,0,1,0,3,0,1,0,0,0,0,0,2,0,2,0,0,0
contig_19584_12,175,0,4,3,0,0,0,2,0,0,18,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,0,0,1,2,0,0,18,11,0,0,3,1,0,0,1,0,0,0,0,2,0,0,2,1,0
contig_19584_12,196,0,1,0,9,0,1,0,2,0,3,0,39,0,1,0,3,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0,3,0,29,0,0,0,13,0,0,0,2,0,0,0,3,0,0,0,5
contig_19584_12,205,8,0,0,0,3,0,0,0,39,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,4,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,3,0,0,0,35,0,0,0,13,0,0,0,2,0,0,0,3,0,0,0,3,0,0,0
contig_19584_12,238,7,0,0,0,2,0,0,0,36,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,32,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
contig_19584_12,244,5,0,0,1,0,0,0,2,37,0,0,2,2,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,1,32,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
contig_19584_12,250,5,0,0,0,2,0,0,0,40,0,1,0,2,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,31,0,1,0,9,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0
contig_19584_12,268,0,0,4,0,0,0,4,0,1,0,42,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,1,0,31,0,0,0,8,0,0,0,0,0,0,0,1,0,2,0,4,0
contig_19584_12,271,0,0,3,1,0,0,3,1,0,0,32,11,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,21,11,0,0,6,2,0,0,0,0,0,0,0,1,0,0,5,1
contig_19584_12,304,5,0,0,0,5,0,0,0,49,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,9,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0
contig_19584_12,309,5,0,0,0,5,0,0,0,49,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0
contig_19584_12,331,0,0,6,1,0,0,8,0,2,0,46,0,0,0,20,0,0,0,0,0,0,0,7,0,0,0,19,0,0,0,36,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,15,0,0,0,14,0,0,0,2,0,0,0,11,1,0,0,31,6,0,0,8,0,0,0,5,0,0,0,16,1,0,0,4,0
contig_19584_12,346,0,0,1,39,0,0,1,18,0,0,2,47,0,0,0,25,0,1,0,6,0,0,0,37,0,0,0,26,0,0,0,45,0,0,0,22,0,0,2,14,0,0,0,12,0,0,0,14,0,0,0,14,0,2,0,23,0,0,0,19,0,0,0,3,0,0,0,19,0,0,1,42,0,0,0,14,0,1,0,15,1,0,0,26,0,0,0,12
contig_19584_12,349,39,0,1,0,14,0,5,0,43,0,3,0,5,0,20,0,6,0,1,0,32,0,5,0,8,0,18,0,8,0,35,0,22,0,0,0,14,0,2,0,12,0,0,0,13,0,1,0,12,0,2,0,10,0,15,0,5,0,13,0,3,0,0,0,12,0,7,0,40,0,1,2,14,0,0,0,11,0,5,0,12,0,15,0,9,0,4,0
