,Position,Fa13.BD.MLB.SN.MAG4-A,Fa13.BD.MLB.SN.MAG4-C,Fa13.BD.MLB.SN.MAG4-G,Fa13.BD.MLB.SN.MAG4-T,Su13.BD.MLB.DD.MAG4-A,Su13.BD.MLB.DD.MAG4-C,Su13.BD.MLB.DD.MAG4-G,Su13.BD.MLB.DD.MAG4-T,Su13.BD.MM15.SN.C.MAG4-A,Su13.BD.MM15.SN.C.MAG4-C,Su13.BD.MM15.SN.C.MAG4-G,Su13.BD.MM15.SN.C.MAG4-T,Sp13.BD.MM110.DD.MAG4-A,Sp13.BD.MM110.DD.MAG4-C,Sp13.BD.MM110.DD.MAG4-G,Sp13.BD.MM110.DD.MAG4-T,Fa13.BD.MM15.SD.MAG4-A,Fa13.BD.MM15.SD.MAG4-C,Fa13.BD.MM15.SD.MAG4-G,Fa13.BD.MM15.SD.MAG4-T,Su13.BD.MM110.DN.MAG4-A,Su13.BD.MM110.DN.MAG4-C,Su13.BD.MM110.DN.MAG4-G,Su13.BD.MM110.DN.MAG4-T,Fa13.BD.MM15.SN.MAG4-A,Fa13.BD.MM15.SN.MAG4-C,Fa13.BD.MM15.SN.MAG4-G,Fa13.BD.MM15.SN.MAG4-T,Su13.BD.MLB.SD.C.MAG4-A,Su13.BD.MLB.SD.C.MAG4-C,Su13.BD.MLB.SD.C.MAG4-G,Su13.BD.MLB.SD.C.MAG4-T,Fa13.BD.MM110.SD.MAG4-A,Fa13.BD.MM110.SD.MAG4-C,Fa13.BD.MM110.SD.MAG4-G,Fa13.BD.MM110.SD.MAG4-T,Sp13.BD.MM110.SN.MAG4-A,Sp13.BD.MM110.SN.MAG4-C,Sp13.BD.MM110.SN.MAG4-G,Sp13.BD.MM110.SN.MAG4-T,Su13.BD.MM110.DCMD.MAG4-A,Su13.BD.MM110.DCMD.MAG4-C,Su13.BD.MM110.DCMD.MAG4-G,Su13.BD.MM110.DCMD.MAG4-T,Su13.BD.MM15.DN.MAG4-A,Su13.BD.MM15.DN.MAG4-C,Su13.BD.MM15.DN.MAG4-G,Su13.BD.MM15.DN.MAG4-T,Fa13.BD.MM110.SN.MAG4-A,Fa13.BD.MM110.SN.MAG4-C,Fa13.BD.MM110.SN.MAG4-G,Fa13.BD.MM110.SN.MAG4-T,Sp13.BD.MM15.SN.MAG4-A,Sp13.BD.MM15.SN.MAG4-C,Sp13.BD.MM15.SN.MAG4-G,Sp13.BD.MM15.SN.MAG4-T,Fa13.BD.MM15.DN.MAG4-A,Fa13.BD.MM15.DN.MAG4-C,Fa13.BD.MM15.DN.MAG4-G,Fa13.BD.MM15.DN.MAG4-T,Sp13.BD.MM15.DD.A.MAG4-A,Sp13.BD.MM15.DD.A.MAG4-C,Sp13.BD.MM15.DD.A.MAG4-G,Sp13.BD.MM15.DD.A.MAG4-T,Sp13.BD.MM15.SD.MAG4-A,Sp13.BD.MM15.SD.MAG4-C,Sp13.BD.MM15.SD.MAG4-G,Sp13.BD.MM15.SD.MAG4-T,Su13.BD.MM110.SD.MAG4-A,Su13.BD.MM110.SD.MAG4-C,Su13.BD.MM110.SD.MAG4-G,Su13.BD.MM110.SD.MAG4-T,Fa13.BD.MM110.DN.MAG4-A,Fa13.BD.MM110.DN.MAG4-C,Fa13.BD.MM110.DN.MAG4-G,Fa13.BD.MM110.DN.MAG4-T,Sp13.BD.MLB.SN.MAG4-A,Sp13.BD.MLB.SN.MAG4-C,Sp13.BD.MLB.SN.MAG4-G,Sp13.BD.MLB.SN.MAG4-T,Su13.BD.MM15.SD.MAG4-A,Su13.BD.MM15.SD.MAG4-C,Su13.BD.MM15.SD.MAG4-G,Su13.BD.MM15.SD.MAG4-T,Su13.BD.MM110.SN.C.MAG4-A,Su13.BD.MM110.SN.C.MAG4-C,Su13.BD.MM110.SN.C.MAG4-G,Su13.BD.MM110.SN.C.MAG4-T,Sp13.BD.MM110.SD.MAG4-A,Sp13.BD.MM110.SD.MAG4-C,Sp13.BD.MM110.SD.MAG4-G,Sp13.BD.MM110.SD.MAG4-T,Fa13.BD.MLB.DN.MAG4-A,Fa13.BD.MLB.DN.MAG4-C,Fa13.BD.MLB.DN.MAG4-G,Fa13.BD.MLB.DN.MAG4-T
contig_18613_12,47,0,0,0,20,0,0,0,10,0,0,0,9,0,1,0,54,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,3,0,0,3,64,0,0,0,1,0,0,0,12,0,0,0,1,0,0,0,5,0,0,0,17,0,0,0,12,0,0,0,8,0,0,0,6,0,0,0,27,0,0,0,4,0,0,0,4,0,0,0,3,0,1,1,78,0,0,1,12
contig_18613_12,52,0,1,0,20,0,5,0,4,0,3,0,5,0,2,0,56,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,3,0,0,0,68,0,0,0,1,0,0,0,12,0,0,0,1,0,0,0,5,0,0,0,18,0,1,0,12,0,2,0,7,0,2,0,3,1,0,0,26,0,2,0,2,0,0,0,5,0,0,0,3,0,0,0,77,0,3,0,10
contig_18613_12,55,0,20,0,1,0,4,0,5,0,5,0,3,0,56,0,2,0,5,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,4,0,0,0,64,0,0,0,1,0,0,0,12,0,0,0,1,0,0,0,5,0,0,0,18,0,0,0,11,0,1,0,7,0,2,0,2,0,2,0,25,0,0,0,2,0,2,0,5,0,0,0,4,0,0,0,77,0,0,0,9,0,1
contig_18613_12,57,0,20,1,0,0,4,5,0,0,5,3,0,0,55,2,0,0,5,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,4,0,0,0,61,0,0,0,1,0,0,0,12,0,0,0,1,0,0,0,6,0,0,0,18,0,0,0,11,1,0,0,7,2,0,0,2,2,0,0,25,0,0,0,1,3,0,0,3,2,0,0,4,0,0,0,76,0,0,0,9,1,0
contig_18613_12,60,0,1,0,20,0,5,0,4,0,3,0,5,0,2,0,56,0,0,0,5,0,0,0,0,0,0,0,4,0,1,0,5,0,0,0,4,0,0,0,60,0,0,0,1,0,0,0,12,0,0,0,1,0,0,0,6,0,0,0,17,0,1,0,11,0,2,0,7,0,2,0,2,0,0,0,25,0,2,0,2,0,0,0,5,0,0,0,4,0,0,0,80,0,1,0,8
contig_18613_12,63,22,0,0,0,8,1,0,0,8,0,0,0,59,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,5,0,1,0,4,0,0,0,59,1,0,0,1,0,0,0,12,0,0,0,1,0,0,0,6,0,0,0,17,0,0,0,13,0,0,0,9,0,0,0,4,0,0,0,24,0,0,0,3,0,0,0,4,0,2,0,4,0,0,0,77,2,0,0,9,0,0,0
contig_18613_12,66,0,1,21,0,0,5,4,0,0,3,5,0,0,2,58,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,4,0,0,0,60,0,0,0,1,0,0,0,12,0,0,0,1,0,0,0,5,0,0,0,17,0,0,1,12,0,0,2,6,0,0,2,2,0,0,0,25,0,0,2,1,0,1,0,3,2,0,0,4,0,0,0,80,0,0,1,9,0
contig_18613_12,69,0,0,20,1,0,5,4,0,0,3,5,0,0,2,57,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,4,0,0,0,56,0,0,0,1,0,0,0,12,0,0,0,1,0,0,0,6,0,0,0,18,0,0,1,11,0,0,2,6,0,0,2,2,0,0,0,25,0,0,2,1,0,0,2,4,0,0,0,4,0,0,0,82,0,0,1,9,0
contig_18613_12,72,20,0,0,0,8,0,1,0,6,0,1,0,36,0,22,1,2,0,2,0,0,0,0,0,4,0,0,0,4,0,0,2,4,0,0,0,37,0,19,0,1,0,0,0,6,0,5,0,1,0,0,0,3,0,3,0,8,0,11,0,10,0,2,0,7,0,1,0,2,0,2,0,21,0,1,0,5,0,0,0,2,0,2,2,2,0,2,0,60,0,22,0,10,0,1,1
contig_18613_12,73,0,20,0,0,0,9,0,0,0,6,0,1,0,45,0,14,0,3,0,1,0,0,0,0,0,4,0,0,0,6,0,0,0,4,0,0,0,43,0,12,0,1,0,0,0,9,0,0,0,1,0,0,0,5,0,0,0,16,0,2,0,12,0,0,0,8,0,1,0,4,0,0,0,22,0,0,0,5,0,0,0,4,0,2,0,2,0,2,0,78,0,4,0,12,0,0
contig_18613_12,75,0,20,0,0,0,8,1,0,0,6,1,0,0,33,22,3,0,3,2,0,0,0,0,0,0,4,0,0,0,5,0,1,0,4,0,0,0,37,19,0,0,1,0,0,0,5,3,0,0,1,0,0,0,6,1,0,0,9,10,0,0,11,2,0,0,8,1,0,0,2,2,0,0,21,1,0,0,5,0,0,0,4,2,0,0,2,2,0,0,62,21,0,0,12,1,1
contig_18613_12,99,8,0,13,0,5,0,1,0,7,0,2,0,64,0,2,0,5,0,0,0,0,0,0,0,2,0,1,0,2,0,4,0,3,0,0,0,52,0,0,0,1,0,0,0,5,0,0,0,3,0,1,0,4,0,0,0,23,0,0,0,15,0,0,0,11,0,0,0,4,0,1,0,22,0,4,0,8,0,0,0,7,0,0,0,6,0,0,0,79,0,3,0,6,0,5,0
contig_18613_12,102,0,22,0,0,0,6,0,0,0,9,0,0,1,64,0,0,0,5,0,0,0,0,0,0,0,3,0,0,1,5,0,0,0,3,0,0,0,49,0,0,0,1,0,0,1,4,0,0,0,4,0,0,0,4,0,0,0,23,0,0,2,12,0,0,0,11,0,0,0,5,0,0,0,28,0,0,0,8,0,0,0,5,2,0,0,6,0,0,6,76,0,0,0,11,0,0
contig_18613_12,105,12,0,11,0,1,0,5,0,1,0,8,0,0,0,64,0,0,0,5,0,0,0,0,0,1,0,2,0,4,0,2,0,0,0,3,0,0,0,47,0,0,0,1,0,0,0,5,0,0,0,4,0,0,0,4,0,0,0,23,0,0,0,14,0,0,0,11,0,0,0,5,0,0,0,28,0,0,0,8,0,0,0,7,0,0,0,6,0,0,0,81,0,4,0,6,0
contig_18613_12,109,0,0,0,22,0,0,0,6,0,0,0,9,0,2,0,60,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,1,0,45,0,0,0,1,0,0,0,4,0,0,0,4,0,1,0,5,0,0,0,23,0,1,0,15,0,0,0,12,0,0,0,3,0,0,0,31,0,0,0,8,0,2,0,5,0,0,0,6,0,2,0,78,0,0,0,9
contig_18613_12,111,1,0,20,0,0,0,6,0,0,0,8,0,0,0,59,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,47,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,6,0,0,0,23,0,0,0,16,0,1,0,11,0,0,0,3,0,0,0,31,0,0,0,9,0,2,0,5,0,0,0,6,0,0,0,79,0,1,0,8,0
contig_18613_12,112,0,18,0,3,0,3,0,3,0,3,0,5,0,33,0,25,0,2,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,31,0,18,0,1,0,0,0,3,0,1,0,3,0,1,0,5,0,1,0,9,0,14,0,12,0,4,0,6,0,6,0,0,0,3,0,24,0,6,0,6,0,3,0,1,0,6,0,3,0,3,0,56,0,23,0,5,0,4
contig_18613_12,114,1,0,18,0,1,0,5,0,0,0,8,0,0,0,59,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,3,0,0,0,49,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,6,0,0,0,25,0,0,0,16,0,2,0,9,0,0,0,3,0,0,0,30,0,0,0,9,0,0,0,7,0,0,0,6,0,0,0,79,1,1,0,8,0
contig_18613_12,117,1,7,11,0,0,4,2,1,0,1,3,4,0,56,2,2,0,7,0,0,0,0,0,0,0,2,1,0,0,1,4,0,0,6,1,0,0,50,0,0,0,1,0,0,1,2,0,1,0,5,1,0,0,11,0,0,0,27,1,0,2,16,0,0,0,11,0,2,0,0,2,1,0,24,0,6,0,3,0,6,0,3,2,2,0,6,0,0,0,77,0,3,0,5,4,0
contig_18613_12,120,0,0,0,18,0,2,0,5,0,3,0,5,0,19,0,36,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,7,0,20,0,29,0,0,0,1,0,1,0,3,0,0,0,6,0,2,0,9,0,14,0,14,2,4,0,12,0,6,0,9,0,0,0,3,0,0,0,31,0,2,0,9,1,4,0,1,0,6,0,0,0,27,0,51,1,0,0,8
contig_18613_12,123,18,0,0,0,6,0,0,0,8,0,0,0,53,0,1,0,7,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,7,0,0,0,48,0,1,0,1,0,0,0,4,0,0,0,6,0,0,0,10,0,2,0,28,0,0,0,18,0,0,0,13,0,2,0,3,0,0,0,32,0,0,0,11,0,0,0,6,0,0,0,3,0,3,0,76,0,2,0,10,0,0,0
contig_18613_12,129,0,11,2,0,0,5,1,0,0,6,1,0,1,51,0,1,0,7,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,7,0,0,0,44,1,0,0,1,0,0,0,4,0,0,0,5,1,0,0,12,0,0,0,28,0,0,1,15,2,0,0,10,4,1,0,1,0,0,0,32,0,0,0,9,0,0,0,6,0,0,0,6,0,0,0,80,1,0,0,6,0,1
contig_18613_12,132,0,5,0,6,0,2,0,3,0,1,0,6,0,9,1,43,0,2,0,5,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,5,0,7,0,41,0,0,0,1,0,0,0,5,0,1,0,4,0,0,0,13,0,1,0,26,0,4,0,13,0,1,2,10,0,0,0,1,0,6,0,26,0,0,0,9,0,0,0,6,0,0,0,5,0,9,1,70,0,2,0,5
contig_18613_12,135,0,11,0,0,0,5,0,0,0,7,0,0,0,54,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,43,0,2,0,1,0,0,0,5,0,0,0,2,0,1,0,13,0,0,0,22,0,1,0,17,0,0,0,13,0,1,0,1,0,0,0,31,0,0,0,9,0,0,0,5,0,1,0,5,0,0,1,78,0,3,0,6,0,0
contig_18613_12,138,0,10,0,0,0,4,1,0,1,5,1,0,13,41,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,8,36,0,0,0,1,0,0,0,5,0,0,0,3,0,0,2,11,0,0,1,22,0,0,0,14,0,1,3,11,0,0,0,1,0,0,0,32,0,0,0,9,0,0,0,6,0,0,1,3,0,1,6,74,0,1,0,6,0,0
contig_18613_12,144,0,3,8,0,0,3,1,0,0,1,3,0,0,3,53,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,3,41,0,0,0,1,0,0,1,4,0,0,1,2,0,0,0,14,0,0,3,15,0,0,1,11,0,0,3,12,0,0,1,0,0,0,3,29,0,0,0,6,0,0,1,4,0,0,0,5,0,0,12,66,0,0,2,3,0
contig_18613_12,145,0,8,0,3,0,1,0,3,0,3,0,1,0,52,0,3,0,2,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,41,0,3,0,1,0,0,0,4,0,1,0,2,0,1,0,14,0,0,0,15,0,3,0,11,0,1,0,14,0,1,0,0,0,1,0,29,0,3,0,6,0,0,0,4,0,1,0,5,0,0,0,66,0,11,0,3,0,2
contig_18613_12,147,10,0,1,0,2,0,2,0,2,0,0,0,51,0,3,0,1,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,38,0,5,0,0,0,0,0,2,0,2,0,3,0,0,0,11,2,0,0,11,0,7,0,6,0,4,2,11,2,1,0,1,0,0,0,32,0,0,0,1,3,0,0,1,2,2,0,1,0,4,0,62,0,18,0,3,1,1,0
contig_18613_12,150,0,1,0,11,0,2,0,2,0,1,0,1,0,12,0,37,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,11,0,31,0,0,0,0,0,2,0,2,0,0,0,3,0,0,0,11,0,8,0,10,0,3,0,9,0,5,0,9,0,0,0,1,0,0,0,32,0,3,0,0,0,1,0,4,0,5,0,0,0,23,0,57,0,2,0,2
contig_18613_12,153,0,0,11,2,1,0,1,2,0,0,0,2,0,0,36,13,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,34,6,0,0,0,0,1,0,2,0,1,0,2,0,0,0,9,0,3,0,14,1,1,2,7,0,0,0,9,5,0,0,0,1,0,0,23,3,2,0,1,0,1,0,4,0,0,0,4,1,9,0,63,7,1,0,2,1
contig_18613_12,154,0,11,0,2,0,1,0,3,0,0,0,2,0,36,0,13,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,35,0,9,0,0,0,0,0,2,0,1,0,2,0,1,0,9,0,0,0,14,0,4,0,9,0,1,0,10,0,4,0,0,0,1,0,23,0,3,0,3,0,0,0,4,0,1,0,4,0,1,0,63,0,16,0,2,0,2
contig_18613_12,155,0,0,1,12,0,0,1,3,0,0,0,2,0,0,0,48,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,43,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,10,0,0,0,18,0,0,0,10,0,0,0,14,0,0,0,1,0,0,0,26,0,0,2,1,0,0,0,5,0,0,0,5,0,0,0,78,0,0,1,3
contig_18613_12,156,0,11,2,1,0,1,3,0,0,0,2,0,0,35,13,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,34,9,0,0,0,0,0,0,2,1,0,0,2,1,0,0,10,0,0,0,14,4,0,0,8,1,0,0,9,4,1,0,0,1,0,0,23,3,0,0,2,0,1,0,2,3,0,0,4,1,0,0,62,16,0,0,1,2,1
contig_18613_12,159,0,14,0,0,0,4,0,0,0,2,0,0,0,48,0,0,0,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,46,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,11,0,0,0,18,0,0,0,7,2,0,0,14,0,1,0,1,0,0,0,25,2,0,0,2,0,1,0,2,0,1,0,5,0,0,0,78,0,0,0,4,0,0
contig_18613_12,162,3,0,10,0,3,1,0,0,2,0,0,0,12,3,31,0,2,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,10,2,34,0,0,0,0,0,1,1,1,0,0,0,3,0,0,0,11,0,4,4,10,0,1,3,5,0,4,4,7,0,1,0,0,0,4,0,23,0,1,2,0,0,1,0,1,1,1,4,0,0,15,9,53,0,2,1,1,0
contig_18613_12,165,0,2,9,2,0,2,0,2,0,1,0,1,0,13,29,2,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,12,33,0,0,0,0,0,0,2,1,0,0,0,2,1,0,0,11,0,0,8,10,0,0,2,5,2,0,4,7,4,0,0,0,1,0,1,20,4,0,1,0,2,0,2,1,0,0,6,1,0,0,24,51,3,0,1,1,2
contig_18613_12,167,0,0,0,13,0,0,0,5,0,0,0,2,0,0,1,46,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,2,45,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,13,0,0,0,20,0,0,1,10,0,0,0,15,0,0,0,2,0,0,0,25,0,0,0,4,0,0,0,3,0,0,0,7,0,0,0,81,0,0,0,4
contig_18613_12,174,0,0,0,13,0,0,0,4,0,0,0,2,0,2,0,48,0,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,49,0,0,0,0,0,1,0,4,0,1,0,2,0,0,0,13,0,4,0,18,2,2,0,8,0,2,0,13,0,0,0,2,0,0,0,25,2,0,0,2,0,0,0,3,0,4,0,2,0,10,0,75,1,0,0,5
contig_18613_12,175,0,1,0,11,0,0,0,4,0,0,0,2,0,0,0,50,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,52,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,13,0,0,0,22,0,0,0,12,0,0,0,15,0,0,0,2,0,0,0,25,0,2,0,2,0,0,0,3,0,0,0,6,0,1,0,84,0,1,0,5
contig_18613_12,177,0,0,11,1,0,0,4,0,0,0,2,0,0,0,48,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,52,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,13,0,0,0,22,0,0,0,12,0,0,0,16,0,0,0,2,0,0,0,25,0,0,0,2,2,0,0,3,0,0,0,6,0,0,0,86,0,0,0,5,1
contig_18613_12,183,0,1,0,10,0,0,0,4,0,0,0,2,0,0,0,47,0,1,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,51,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,13,0,2,0,21,0,0,0,10,0,1,0,14,0,0,0,2,0,0,0,27,0,0,0,4,0,1,0,2,0,4,0,2,0,6,0,72,0,0,0,6
contig_18613_12,186,0,2,8,1,0,2,2,0,0,1,2,0,0,5,42,0,0,1,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,2,50,0,0,0,0,0,0,1,4,0,0,0,2,1,0,0,12,0,0,4,18,0,0,2,7,1,0,5,7,0,0,1,1,0,0,4,23,0,0,1,1,2,0,1,2,0,0,4,2,0,0,8,68,1,0,3,2,1
contig_18613_12,189,0,0,9,3,1,2,0,0,1,0,1,1,15,0,26,3,4,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,17,0,34,0,0,0,0,0,4,0,1,0,0,0,1,1,1,0,11,0,8,0,13,0,3,2,5,0,2,0,6,4,1,0,0,1,0,0,23,4,0,0,3,1,1,1,1,0,4,0,1,0,21,0,53,3,1,0,2,3
contig_18613_12,192,0,3,0,9,0,2,0,1,0,0,0,3,0,3,0,41,0,1,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,50,0,0,0,0,0,1,0,4,0,0,0,2,0,0,0,12,0,4,0,17,0,2,1,5,0,5,0,7,0,0,0,2,0,1,0,29,0,4,0,1,0,1,0,2,0,1,0,5,0,6,1,65,0,4,0,2
contig_18613_12,195,0,3,0,9,0,2,0,1,0,1,0,2,0,5,0,43,0,1,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,51,0,0,0,0,0,3,0,3,0,1,0,1,0,0,0,13,0,4,0,13,2,0,1,5,0,6,0,9,0,1,0,1,0,4,0,26,0,4,0,1,0,1,0,3,0,1,0,5,0,10,0,63,0,4,0,2
contig_18613_12,198,13,0,1,0,3,0,0,0,3,0,0,0,47,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,54,0,0,0,0,0,0,0,4,0,2,0,2,0,0,0,13,0,0,0,19,0,0,0,6,0,3,0,15,0,0,0,2,0,0,0,29,0,0,0,5,0,2,0,4,0,0,0,7,0,0,0,74,0,0,0,6,0,0,0
contig_18613_12,201,0,3,0,12,0,0,0,3,0,0,0,3,0,1,0,46,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,50,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,13,0,3,0,16,0,1,0,8,0,1,0,14,0,0,0,2,0,0,0,26,0,3,0,4,0,1,0,3,0,0,0,7,0,3,0,71,0,2,0,5
contig_18613_12,207,21,0,1,0,2,0,1,0,1,0,4,0,28,0,16,0,1,0,3,0,0,0,0,0,3,0,1,0,2,0,0,0,1,0,0,0,37,0,18,0,0,0,0,0,3,0,3,0,2,0,0,0,13,0,1,0,10,0,8,0,5,0,4,0,13,0,2,0,0,0,2,0,22,0,2,0,5,0,2,0,2,0,1,0,1,0,5,0,53,0,20,0,6,0,2,0
contig_18613_12,208,0,0,0,22,0,0,0,3,0,0,0,5,0,1,0,44,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,54,0,0,0,0,2,0,0,4,0,1,0,1,0,0,0,14,0,0,0,18,1,0,0,8,0,0,0,15,0,0,0,2,0,0,0,24,0,0,0,7,0,0,0,3,0,0,0,6,0,1,0,71,0,0,0,8
contig_18613_12,210,0,0,22,0,0,0,3,0,0,0,5,0,0,1,43,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,1,0,55,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,14,0,0,0,18,0,1,0,9,0,1,0,14,0,0,0,2,0,0,0,24,0,0,0,7,0,0,0,5,0,0,0,6,0,2,1,66,0,0,0,8,0
contig_18613_12,216,3,0,18,0,1,0,1,0,1,0,4,0,1,0,43,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,1,0,0,0,56,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,13,0,0,0,18,0,0,0,12,0,5,0,7,0,0,0,1,0,3,0,19,0,2,0,8,0,0,0,4,0,0,0,6,0,2,0,68,0,1,0,6,0
contig_18613_12,219,0,0,0,21,0,1,0,1,0,1,0,4,0,8,0,33,0,1,0,2,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,1,0,11,0,43,0,0,0,0,0,1,0,4,0,0,0,1,0,1,0,12,0,4,0,14,0,1,0,11,0,1,0,11,0,1,0,0,0,1,0,22,0,2,0,8,0,1,0,3,0,0,0,6,0,8,0,59,0,1,0,5
contig_18613_12,222,11,1,0,9,1,1,0,0,0,2,0,2,0,5,0,35,0,2,0,1,0,0,0,0,1,1,0,2,2,0,0,1,0,0,0,1,0,11,0,42,0,0,0,0,0,2,0,5,0,0,0,1,0,1,0,12,1,6,0,8,0,2,0,10,3,1,0,6,0,1,0,0,0,0,0,21,2,3,0,5,0,2,0,2,0,5,0,1,0,14,0,50,2,1,0,3
contig_18613_12,225,0,21,0,0,0,2,0,0,0,3,0,1,0,35,0,5,0,2,0,1,0,0,0,0,0,4,0,0,0,3,0,0,0,1,0,0,0,48,0,4,0,0,0,0,0,5,0,2,0,1,0,0,0,10,0,1,0,12,0,2,0,11,0,0,0,9,0,1,0,1,0,0,0,24,0,0,0,8,0,2,0,4,0,0,0,6,0,0,0,61,0,3,0,4,0,1
contig_18613_12,229,19,0,0,2,1,0,0,1,4,0,0,0,36,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,1,0,0,0,51,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,10,0,0,0,14,0,0,0,9,0,0,0,7,0,0,3,1,0,0,0,25,0,0,1,8,0,0,2,2,0,0,0,6,0,0,0,66,0,0,0,4,0,0,0
contig_18613_12,231,0,20,0,1,0,1,1,0,0,4,0,0,0,33,2,0,0,2,0,0,0,1,0,0,0,6,0,0,0,3,0,0,0,1,0,0,0,50,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,10,0,0,0,14,0,0,0,9,0,0,0,8,2,0,0,1,0,0,0,27,0,0,0,10,0,0,0,2,0,0,0,6,0,0,0,67,0,0,0,5,0,0
contig_18613_12,234,0,0,0,21,0,1,0,1,0,1,0,3,0,4,0,29,0,1,0,1,0,0,0,1,0,1,0,4,0,0,0,3,0,0,0,1,0,7,0,41,0,0,0,0,0,1,0,6,0,0,0,1,0,1,0,9,0,4,0,11,0,3,0,4,0,0,0,10,0,1,0,0,0,0,0,27,0,0,0,6,0,1,0,1,0,0,0,8,0,8,0,58,0,0,0,5
contig_18613_12,237,21,0,0,0,2,0,0,0,3,0,0,1,32,0,0,2,2,0,0,0,1,0,0,0,5,0,0,0,3,0,0,0,1,0,0,0,48,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,9,0,0,1,15,0,0,0,5,0,0,0,10,0,0,0,1,0,0,0,27,0,0,0,6,0,0,0,2,0,0,0,8,0,0,0,65,0,0,0,5,0,0,0
