,Position,Fa13.BD.MM110.SN.MAG2-A,Fa13.BD.MM110.SN.MAG2-C,Fa13.BD.MM110.SN.MAG2-G,Fa13.BD.MM110.SN.MAG2-T,Su13.BD.MM110.SN.C.MAG2-A,Su13.BD.MM110.SN.C.MAG2-C,Su13.BD.MM110.SN.C.MAG2-G,Su13.BD.MM110.SN.C.MAG2-T,Su13.BD.MM15.DN.MAG2-A,Su13.BD.MM15.DN.MAG2-C,Su13.BD.MM15.DN.MAG2-G,Su13.BD.MM15.DN.MAG2-T,Sp13.BD.MM15.DD.A.MAG2-A,Sp13.BD.MM15.DD.A.MAG2-C,Sp13.BD.MM15.DD.A.MAG2-G,Sp13.BD.MM15.DD.A.MAG2-T,Sp13.BD.MM15.SD.MAG2-A,Sp13.BD.MM15.SD.MAG2-C,Sp13.BD.MM15.SD.MAG2-G,Sp13.BD.MM15.SD.MAG2-T,Fa13.BD.MLB.SN.MAG2-A,Fa13.BD.MLB.SN.MAG2-C,Fa13.BD.MLB.SN.MAG2-G,Fa13.BD.MLB.SN.MAG2-T,Sp13.BD.MM110.DD.MAG2-A,Sp13.BD.MM110.DD.MAG2-C,Sp13.BD.MM110.DD.MAG2-G,Sp13.BD.MM110.DD.MAG2-T,Fa13.BD.MM15.SN.MAG2-A,Fa13.BD.MM15.SN.MAG2-C,Fa13.BD.MM15.SN.MAG2-G,Fa13.BD.MM15.SN.MAG2-T,Fa13.BD.MM15.DN.MAG2-A,Fa13.BD.MM15.DN.MAG2-C,Fa13.BD.MM15.DN.MAG2-G,Fa13.BD.MM15.DN.MAG2-T,Su13.BD.MM15.SN.C.MAG2-A,Su13.BD.MM15.SN.C.MAG2-C,Su13.BD.MM15.SN.C.MAG2-G,Su13.BD.MM15.SN.C.MAG2-T,Su13.BD.MM15.SD.MAG2-A,Su13.BD.MM15.SD.MAG2-C,Su13.BD.MM15.SD.MAG2-G,Su13.BD.MM15.SD.MAG2-T,Su13.BD.MLB.SD.C.MAG2-A,Su13.BD.MLB.SD.C.MAG2-C,Su13.BD.MLB.SD.C.MAG2-G,Su13.BD.MLB.SD.C.MAG2-T,Fa13.BD.MM15.SD.MAG2-A,Fa13.BD.MM15.SD.MAG2-C,Fa13.BD.MM15.SD.MAG2-G,Fa13.BD.MM15.SD.MAG2-T,Su13.BD.MM110.SD.MAG2-A,Su13.BD.MM110.SD.MAG2-C,Su13.BD.MM110.SD.MAG2-G,Su13.BD.MM110.SD.MAG2-T,Sp13.BD.MM110.SD.MAG2-A,Sp13.BD.MM110.SD.MAG2-C,Sp13.BD.MM110.SD.MAG2-G,Sp13.BD.MM110.SD.MAG2-T,Su13.BD.MLB.DD.MAG2-A,Su13.BD.MLB.DD.MAG2-C,Su13.BD.MLB.DD.MAG2-G,Su13.BD.MLB.DD.MAG2-T,Sp13.BD.MM110.SN.MAG2-A,Sp13.BD.MM110.SN.MAG2-C,Sp13.BD.MM110.SN.MAG2-G,Sp13.BD.MM110.SN.MAG2-T,Fa13.BD.MM110.DN.MAG2-A,Fa13.BD.MM110.DN.MAG2-C,Fa13.BD.MM110.DN.MAG2-G,Fa13.BD.MM110.DN.MAG2-T,Fa13.BD.MM110.SD.MAG2-A,Fa13.BD.MM110.SD.MAG2-C,Fa13.BD.MM110.SD.MAG2-G,Fa13.BD.MM110.SD.MAG2-T,Sp13.BD.MLB.SN.MAG2-A,Sp13.BD.MLB.SN.MAG2-C,Sp13.BD.MLB.SN.MAG2-G,Sp13.BD.MLB.SN.MAG2-T,Fa13.BD.MLB.DN.MAG2-A,Fa13.BD.MLB.DN.MAG2-C,Fa13.BD.MLB.DN.MAG2-G,Fa13.BD.MLB.DN.MAG2-T,Sp13.BD.MM15.SN.MAG2-A,Sp13.BD.MM15.SN.MAG2-C,Sp13.BD.MM15.SN.MAG2-G,Sp13.BD.MM15.SN.MAG2-T
contig_18095_20,432,0,9,0,0,0,3,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,2,0,14,0,0,0,3,0,19,0,1,0,10,0,1,0,6,0,0,0,1,0,0,0,1,0,0,0,15,0,0,0,6,0,0,0,0,0,4,0,1,0,1,0,0,0,4,0,5,0,0,0,12,0,0,0,3,0,1,0,3,0,10,0,2,0,0
contig_18095_20,435,0,1,0,8,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,17,0,0,0,3,0,0,0,3,0,17,0,3,0,9,0,0,0,6,0,0,0,1,0,1,0,0,0,3,0,12,0,0,0,6,0,4,0,0,0,2,0,0,0,4,0,0,0,0,0,5,0,0,0,12,0,3,0,1,0,12,0,1,0,0,0,2
contig_18095_20,438,0,0,13,0,1,0,2,0,0,0,1,0,0,0,2,0,0,0,2,0,2,0,15,0,0,0,3,0,0,0,23,0,1,0,13,0,0,0,6,0,0,0,3,0,0,0,1,0,3,0,22,0,0,0,7,0,0,0,4,0,0,0,2,0,0,0,4,0,0,0,12,0,0,0,14,0,0,0,4,0,1,0,12,0,0,0,3,0
contig_18095_20,441,0,12,0,1,0,3,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,18,0,0,0,3,0,0,0,20,0,3,0,13,1,0,0,5,0,1,0,2,0,1,0,1,0,0,0,25,0,0,0,8,0,0,0,4,0,0,0,2,0,0,0,4,0,0,0,9,0,3,0,13,0,1,0,3,0,1,0,14,0,0,0,3,0,0
contig_18095_20,444,0,12,0,1,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,18,0,1,0,0,0,2,0,20,0,4,0,14,0,1,0,6,0,1,0,5,0,1,0,2,0,0,0,25,0,0,0,9,0,0,0,4,0,3,0,3,0,0,0,2,0,3,0,9,0,3,0,13,0,1,0,3,0,1,0,13,0,1,0,1,0,2
contig_18095_20,450,0,0,0,15,0,0,0,3,0,0,1,0,0,0,1,2,0,0,0,2,0,0,2,17,0,0,1,1,0,0,1,24,0,0,1,15,0,0,0,9,0,0,0,6,0,0,0,2,0,0,0,27,0,0,0,9,0,0,3,4,0,0,1,4,0,0,3,2,0,0,0,12,0,0,0,14,0,0,1,6,0,0,1,13,0,0,0,3
contig_18095_20,453,0,1,14,0,0,0,3,0,0,0,1,0,0,1,2,0,0,1,1,0,0,0,19,0,0,0,2,0,0,3,21,1,0,1,14,0,0,3,5,1,0,1,2,3,0,0,0,2,0,2,25,0,0,0,8,1,0,0,3,4,0,0,5,0,0,0,3,2,0,3,9,0,0,1,13,0,0,2,5,0,0,0,14,0,0,2,1,0
contig_18095_20,456,0,13,0,2,0,3,0,0,0,1,0,0,0,1,0,2,0,0,0,2,0,0,0,19,0,1,0,1,0,20,0,6,0,12,0,3,0,5,0,4,0,2,0,4,0,0,0,2,0,21,0,5,0,8,0,1,0,2,0,4,0,0,0,5,0,2,0,2,0,9,0,3,0,12,0,2,0,1,0,6,0,1,0,12,0,1,0,2
contig_18095_20,459,0,1,0,15,0,1,0,2,0,0,1,0,1,0,1,1,1,0,0,1,0,2,2,14,1,0,1,0,1,1,1,23,0,2,1,15,1,3,0,5,3,0,0,3,2,0,0,0,0,5,0,23,1,0,0,10,4,0,2,0,1,0,1,3,2,0,2,0,0,2,0,10,0,2,0,12,1,1,0,5,0,1,1,12,0,0,0,3
contig_18095_20,471,0,0,27,0,0,0,3,0,0,0,6,0,0,0,1,1,0,0,2,0,0,0,18,0,0,0,1,0,0,0,24,0,0,1,17,0,0,0,10,0,0,0,7,0,0,0,2,0,0,0,26,0,0,0,7,0,0,0,4,0,0,0,8,0,0,0,3,0,0,0,13,0,0,0,16,0,0,0,6,1,0,0,15,0,0,0,3,2
contig_18095_20,477,0,0,0,24,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,1,0,2,0,15,0,0,0,0,0,0,0,23,0,3,0,14,0,2,0,6,0,0,0,5,0,0,0,0,0,3,0,22,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,2,0,1,0,12,0,2,0,12,0,0,0,4,0,1,0,13,0,0,0,5
contig_18095_20,483,0,0,0,14,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,22,0,0,0,14,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,18,0,0,0,2,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,3,0,0,0,12,0,2,0,1,0,1,0,11,0,0,0,2
contig_18095_20,489,14,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,15,0,0,0,0,0,13,0,8,0,11,0,3,0,2,0,3,0,2,0,1,0,0,0,0,0,16,0,2,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,2,0,8,0,3,0,1,0,2,0,0,0,12,0,0,0,2,0
contig_18095_20,492,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,14,0,0,0,0,0,16,0,5,0,12,0,2,0,2,0,3,0,3,0,0,0,0,0,0,0,17,0,2,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,1,0,7,0,2,0,3,0,0,0,1,0,11,0,0,0,2
contig_18095_20,495,0,13,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,19,0,3,0,13,0,1,0,4,0,1,0,2,0,1,0,0,0,0,0,19,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,1,0,9,0,0,0,3,0,0,0,13,0,0,0,2,0,0
contig_18095_20,504,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,0,0,0,0,0,0,0,16,0,5,0,13,0,1,0,3,0,3,0,2,0,1,0,0,0,0,0,20,0,2,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,2,0,8,0,2,0,3,0,0,0,12,0,0,0,0,0,1
contig_18095_20,514,0,17,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,16,0,0,0,0,0,15,0,1,0,15,0,2,0,5,0,0,0,2,0,1,0,4,0,0,0,21,0,0,0,2,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,4,0,2,0,11,0,0,0,1,0,4,0,3,0,10,0,1,0,0
contig_18095_20,519,0,0,0,17,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,2,0,10,0,4,0,15,0,2,0,3,0,1,0,2,0,4,0,0,0,2,0,19,0,0,0,3,0,1,0,0,0,4,0,0,0,1,0,0,0,4,0,1,0,2,0,9,0,4,0,1,0,12,0,0,0,1,0,0
contig_18095_20,525,0,0,0,18,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,15,0,0,0,1,0,1,0,12,0,0,0,18,0,0,0,7,0,1,0,2,0,4,0,0,0,2,0,17,0,0,0,3,0,1,0,0,0,1,0,4,0,1,0,0,0,0,0,5,0,1,0,10,0,1,0,5,0,4,0,13,0,1,0,0
contig_18095_20,528,0,18,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18,0,0,0,1,0,0,0,12,0,1,0,18,0,0,0,7,0,0,0,3,0,0,0,4,0,0,0,17,0,2,0,3,0,0,0,1,0,0,0,5,0,0,0,1,0,0,0,5,0,0,0,8,0,1,0,6,0,0,0,17,0,0,0,0,0,1
contig_18095_20,531,0,2,0,14,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,19,0,0,0,1,0,0,0,3,0,9,0,11,0,7,0,3,0,4,0,2,0,1,0,4,0,0,0,7,0,12,0,1,0,2,0,1,0,0,0,5,0,0,0,1,0,0,0,4,0,1,0,3,0,6,0,5,0,1,0,17,0,0,0,1,0,0
contig_18095_20,543,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,10,0,1,0,18,0,2,0,6,0,3,0,3,0,0,0,0,0,0,0,16,0,2,0,3,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,3,0,1,0,8,0,2,0,3,0,0,0,11,0,1,0,0,0,1
contig_18095_20,549,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,1,0,9,0,2,0,18,0,1,0,8,0,1,0,2,0,0,0,0,0,2,0,17,0,0,0,3,0,0,0,1,0,3,0,1,0,0,0,0,0,2,0,2,0,1,0,10,0,1,0,2,0,11,0,3,0,0,0,2
contig_18095_20,552,0,0,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,1,9,0,0,2,18,0,0,0,9,0,0,1,2,0,0,0,0,0,0,2,17,0,0,0,4,0,0,1,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,1,10,0,0,1,2,0,0,12,2,0,0,0,2,0
contig_18095_20,564,0,0,11,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,11,0,1,0,18,0,1,1,5,0,0,0,4,0,0,0,0,0,2,0,15,0,0,0,4,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,5,0,2,0,9,0,0,0,3,0,0,0,13,0,1,0,1,0
contig_18095_20,567,0,11,0,1,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,11,0,0,0,20,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,18,0,0,0,4,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,5,0,0,0,11,0,0,0,1,0,2,0,11,0,0,0,2,0,0
contig_18095_20,573,0,1,0,11,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,11,0,0,0,20,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,4,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,12,0,1,0,2,0,0,0,11,0,0,0,2
contig_18095_20,576,0,0,9,1,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,14,0,0,0,0,0,0,7,2,0,1,8,8,0,2,2,3,0,0,0,2,0,0,0,0,0,1,6,7,0,0,3,1,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,2,0,2,6,4,0,0,0,2,0,1,0,10,0,0,0,2
contig_18095_20,579,0,1,0,9,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,2,0,7,0,8,0,10,0,2,0,4,0,2,0,0,0,0,0,0,0,8,0,4,0,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,7,0,2,0,0,0,9,0,2,0,0,0,2
contig_18095_20,585,0,9,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,16,0,0,0,0,0,7,0,2,0,9,0,9,0,3,0,3,0,0,0,2,0,0,0,0,0,3,0,9,0,2,0,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,4,0,0,0,2,0,0,0,11,0,0,0,2
contig_18095_20,588,0,1,0,9,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,1,0,8,0,6,0,11,0,2,0,3,0,0,0,2,0,0,0,0,0,8,0,4,0,0,0,5,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,7,0,2,0,0,0,0,0,10,0,0,0,2
contig_18095_20,591,0,9,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,15,1,0,0,0,0,0,8,1,0,0,14,3,0,0,6,0,0,0,0,2,0,0,0,0,0,0,10,2,0,0,1,3,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,8,1,0,0,1,1,0,0,0,10,0,0,0,2,0
contig_18095_20,594,0,1,0,9,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,14,0,1,1,0,0,0,0,1,0,0,8,1,1,0,13,0,0,0,6,2,0,0,0,0,0,0,0,0,1,1,10,2,0,1,1,2,1,0,0,2,1,0,0,0,0,0,0,2,0,0,0,1,0,0,8,0,1,0,1,10,0,0,0,0,0,2,0
contig_18095_20,597,1,9,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13,0,1,1,0,0,0,0,2,7,0,0,6,9,0,0,2,3,0,1,1,1,0,0,0,0,0,0,7,4,1,0,2,1,1,0,2,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,3,6,0,0,3,1,0,0,10,0,0,0,0,0,2,0
contig_18095_20,600,1,0,9,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,13,1,0,0,0,0,0,0,1,7,0,1,1,13,0,0,0,6,0,0,1,1,0,0,0,0,0,1,0,11,0,0,2,2,0,0,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,1,7,0,1,2,1,0,0,10,0,0,2,0,0,0
contig_18095_20,612,0,9,0,1,0,2,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,13,0,2,0,0,0,0,0,6,0,1,0,10,0,4,0,5,0,3,0,1,0,1,0,0,0,0,0,6,1,7,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,6,0,5,0,4,0,1,0,8,0,0,0,2,0,0
contig_18095_20,615,0,10,0,0,0,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,7,0,0,0,14,0,0,0,8,0,0,0,2,0,0,0,0,0,0,1,12,0,1,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,3,0,0,0,8,0,0,2,0,0,0
contig_18095_20,618,0,0,0,10,0,0,0,2,0,1,0,0,0,2,0,2,0,0,0,0,0,14,0,1,0,0,0,0,0,1,0,5,0,0,0,13,0,0,0,8,0,1,0,1,0,0,0,0,0,1,0,13,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,0,10,0,0,0,3,0,7,0,0,0,3,0,0
contig_18095_20,624,0,1,0,8,0,0,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,2,0,11,0,1,0,7,0,2,0,0,0,0,0,0,0,2,0,11,0,0,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,3,0,7,0,1,0,2,0,7,0,2,0,2,0,1
contig_18095_20,627,0,0,9,0,0,0,2,0,0,0,1,0,2,0,2,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,6,0,0,0,13,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,2,0,0,0,10,0,2,0,2,0,14,0,0,0,1,0,2,0
contig_18095_20,630,0,2,0,9,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,7,0,5,0,8,0,6,0,2,0,0,0,3,0,0,0,0,0,6,0,5,0,1,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,2,0,6,0,4,0,2,0,2,0,0,0,14,0,2,0,1
contig_18095_20,636,0,0,11,0,0,0,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0,18,1,0,0,0,1,0,0,0,6,0,0,0,12,0,0,0,8,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,2,0,0,1,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,1,9,0,0,4,2,0,0,14,0,0,0,2,2,0
contig_18095_20,639,0,9,0,2,0,2,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,1,0,18,0,0,0,1,0,6,0,0,0,7,0,5,0,3,0,5,0,1,0,1,0,0,0,0,0,5,0,5,0,1,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,2,0,0,0,4,0,6,0,0,0,6,0,0,0,14,0,0,0,4
contig_18095_20,642,2,0,10,0,0,0,2,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,17,0,0,0,1,0,0,0,6,0,1,0,11,0,2,0,6,0,0,0,2,0,0,0,0,0,1,0,10,0,1,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,2,0,8,0,2,0,4,0,0,0,14,0,3,0,1,0
contig_18095_20,645,0,3,8,1,0,0,2,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,12,1,0,0,1,0,0,0,6,0,0,2,7,3,0,2,3,3,2,0,0,0,0,0,0,0,0,0,6,4,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,4,4,2,0,2,2,0,0,0,9,2,0,0,1,3
contig_18095_20,648,4,8,0,0,0,2,0,0,0,0,1,0,2,2,1,0,0,0,0,0,1,11,1,0,0,0,0,1,0,6,0,0,5,6,0,1,5,3,0,0,1,1,0,0,0,0,0,0,3,7,1,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,6,5,0,0,2,2,0,0,0,11,0,0,0,2,2,0
contig_18095_20,651,0,4,0,7,0,0,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,5,0,7,0,6,0,4,0,3,0,3,0,0,0,0,0,0,0,7,0,6,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,4,0,0,0,11,0,0,0,3,0,0
contig_18095_20,654,0,10,0,0,0,1,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,3,0,10,0,1,0,0,0,7,0,0,0,13,0,0,0,7,0,0,0,1,0,2,0,0,0,0,0,14,0,0,0,2,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,1,0,2,0,0,0,0,0,9,0,3,0,0
contig_18095_20,656,0,0,0,10,0,0,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,7,1,0,0,13,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,8,1,0,0,2
contig_18095_20,657,0,10,0,0,0,1,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,10,0,1,0,1,0,0,0,7,0,0,0,12,0,0,0,7,0,1,0,3,0,0,0,0,0,0,0,11,0,1,0,2,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,7,0,0,0,1,0,2
contig_18095_20,666,0,10,0,1,0,1,0,0,0,3,0,0,0,2,0,2,0,1,0,0,0,12,0,0,0,1,0,0,0,7,0,0,0,10,0,1,0,7,0,1,0,3,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,7,0,0,0,3,0,0
contig_18095_20,669,0,11,0,0,0,1,0,0,0,1,0,2,0,4,0,0,0,1,0,0,0,4,0,9,0,1,0,0,0,7,0,0,0,9,0,0,0,8,0,2,0,1,0,2,0,0,0,2,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,1,0,2,0,1,0,0,0,7,0,2,0,0
contig_18095_20,672,0,1,0,11,0,0,0,1,0,0,0,3,0,0,0,4,0,1,0,0,0,1,0,15,0,0,0,1,0,0,0,7,0,0,0,9,0,2,0,9,0,0,0,3,0,0,0,2,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,8,0,0,0,3
contig_18095_20,675,0,13,0,0,0,1,0,0,0,3,0,0,0,3,1,0,0,0,0,1,0,14,1,0,0,1,0,0,0,7,0,0,0,9,0,0,0,10,2,0,0,3,0,0,0,0,2,0,0,11,0,0,0,2,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,7,0,0,0,2,1,0
contig_18095_20,678,0,0,13,0,0,0,1,0,0,0,3,0,1,0,4,0,0,0,3,0,0,0,16,0,0,0,1,0,1,0,5,0,0,0,10,0,0,0,12,0,1,0,2,0,0,0,2,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,2,0,0,0,7,0,0,0,7,0
contig_18095_20,681,0,0,0,13,0,0,0,1,0,0,0,3,0,1,0,4,0,0,0,3,0,1,0,14,0,0,0,0,0,0,0,6,0,1,0,9,0,2,0,10,0,0,0,3,0,0,0,2,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,7,0,0,0,7
contig_18095_20,682,0,0,0,13,0,0,0,1,0,0,0,3,1,0,0,4,2,0,0,1,0,0,0,15,0,0,0,0,0,0,0,7,0,0,0,11,1,0,0,11,0,0,0,3,0,0,0,2,0,0,1,10,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,7,4,0,0,3
contig_18095_20,684,5,5,3,0,0,0,0,0,3,0,0,0,1,3,1,0,0,0,3,0,2,0,13,0,0,0,0,0,5,1,2,0,6,4,1,0,3,4,8,0,0,1,5,0,0,0,2,0,5,5,1,0,1,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,2,6,6,0,1,1,0,0,0,0,13,0,2,0,5,0
contig_18095_20,687,0,5,8,0,0,0,0,0,0,2,1,0,1,2,2,0,0,3,0,0,0,20,3,0,0,0,0,0,0,2,6,0,0,3,8,0,0,8,7,0,0,5,1,0,0,9,0,0,0,4,7,0,0,0,2,0,0,0,0,0,0,17,0,0,0,0,0,0,0,2,0,0,0,10,4,0,1,0,1,0,0,15,2,0,0,0,7,0
contig_18095_20,696,0,13,0,2,0,0,0,0,0,1,0,0,0,5,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,14,0,0,0,10,0,0,0,16,0,2,0,6,0,0,0,8,0,2,0,11,0,0,0,2,0,0,0,2,0,0,0,18,0,2,0,0,0,0,0,2,0,0,0,16,0,0,0,3,0,1,0,17,0,0,0,6,0,1
contig_18095_20,699,5,0,11,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,3,0,0,0,20,0,0,0,0,0,7,0,7,0,8,0,3,0,3,0,15,0,2,0,6,0,0,0,10,0,4,0,7,0,1,0,5,0,0,0,2,0,0,0,20,0,0,0,0,0,0,0,2,0,2,0,14,0,0,0,4,0,0,0,19,0,0,0,7,0
contig_18095_20,701,0,0,2,14,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,1,0,0,0,20,0,0,0,0,0,0,0,15,0,0,0,12,0,0,0,18,0,0,0,8,0,0,0,10,0,0,0,11,0,0,0,5,0,0,0,2,0,0,0,20,0,0,0,0,0,0,0,2,0,0,0,19,0,0,0,4,0,0,0,21,0,0,0,7
contig_18095_20,702,0,11,0,5,0,0,0,0,0,0,0,1,1,2,0,1,0,2,0,0,0,18,1,1,0,0,0,0,0,6,0,9,0,4,0,8,0,12,2,4,0,7,0,1,0,8,2,0,0,5,0,6,0,4,0,1,0,2,0,0,0,18,2,0,0,0,0,0,0,2,0,0,0,14,0,5,1,3,0,0,0,19,2,0,0,6,0,1
contig_18095_20,708,0,16,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,2,0,0,0,16,1,0,0,0,0,0,0,15,0,0,0,11,0,1,0,14,1,1,0,5,0,1,0,10,0,0,0,11,0,0,0,5,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,19,0,0,0,6,0,1
