,Position,Su13.BD.MM15.DN.MAG10-A,Su13.BD.MM15.DN.MAG10-C,Su13.BD.MM15.DN.MAG10-G,Su13.BD.MM15.DN.MAG10-T,Su13.BD.MLB.DD.MAG10-A,Su13.BD.MLB.DD.MAG10-C,Su13.BD.MLB.DD.MAG10-G,Su13.BD.MLB.DD.MAG10-T,Sp13.BD.MM110.DD.MAG10-A,Sp13.BD.MM110.DD.MAG10-C,Sp13.BD.MM110.DD.MAG10-G,Sp13.BD.MM110.DD.MAG10-T,Fa13.BD.MM110.DN.MAG10-A,Fa13.BD.MM110.DN.MAG10-C,Fa13.BD.MM110.DN.MAG10-G,Fa13.BD.MM110.DN.MAG10-T,Sp13.BD.MLB.SN.MAG10-A,Sp13.BD.MLB.SN.MAG10-C,Sp13.BD.MLB.SN.MAG10-G,Sp13.BD.MLB.SN.MAG10-T,Fa13.BD.MLB.DN.MAG10-A,Fa13.BD.MLB.DN.MAG10-C,Fa13.BD.MLB.DN.MAG10-G,Fa13.BD.MLB.DN.MAG10-T,Fa13.BD.MM110.SN.MAG10-A,Fa13.BD.MM110.SN.MAG10-C,Fa13.BD.MM110.SN.MAG10-G,Fa13.BD.MM110.SN.MAG10-T,Sp13.BD.MM15.SN.MAG10-A,Sp13.BD.MM15.SN.MAG10-C,Sp13.BD.MM15.SN.MAG10-G,Sp13.BD.MM15.SN.MAG10-T,Fa13.BD.MM15.SD.MAG10-A,Fa13.BD.MM15.SD.MAG10-C,Fa13.BD.MM15.SD.MAG10-G,Fa13.BD.MM15.SD.MAG10-T,Fa13.BD.MM15.DN.MAG10-A,Fa13.BD.MM15.DN.MAG10-C,Fa13.BD.MM15.DN.MAG10-G,Fa13.BD.MM15.DN.MAG10-T,Su13.BD.MM110.DCMD.MAG10-A,Su13.BD.MM110.DCMD.MAG10-C,Su13.BD.MM110.DCMD.MAG10-G,Su13.BD.MM110.DCMD.MAG10-T,Sp13.BD.MM15.SD.MAG10-A,Sp13.BD.MM15.SD.MAG10-C,Sp13.BD.MM15.SD.MAG10-G,Sp13.BD.MM15.SD.MAG10-T,Sp13.BD.MM15.DD.A.MAG10-A,Sp13.BD.MM15.DD.A.MAG10-C,Sp13.BD.MM15.DD.A.MAG10-G,Sp13.BD.MM15.DD.A.MAG10-T,Sp13.BD.MM110.SN.MAG10-A,Sp13.BD.MM110.SN.MAG10-C,Sp13.BD.MM110.SN.MAG10-G,Sp13.BD.MM110.SN.MAG10-T,Fa13.BD.MM15.SN.MAG10-A,Fa13.BD.MM15.SN.MAG10-C,Fa13.BD.MM15.SN.MAG10-G,Fa13.BD.MM15.SN.MAG10-T,Fa13.BD.MM110.SD.MAG10-A,Fa13.BD.MM110.SD.MAG10-C,Fa13.BD.MM110.SD.MAG10-G,Fa13.BD.MM110.SD.MAG10-T,Su13.BD.MM110.SN.C.MAG10-A,Su13.BD.MM110.SN.C.MAG10-C,Su13.BD.MM110.SN.C.MAG10-G,Su13.BD.MM110.SN.C.MAG10-T,Su13.BD.MM15.SN.C.MAG10-A,Su13.BD.MM15.SN.C.MAG10-C,Su13.BD.MM15.SN.C.MAG10-G,Su13.BD.MM15.SN.C.MAG10-T,Su13.BD.MLB.SD.C.MAG10-A,Su13.BD.MLB.SD.C.MAG10-C,Su13.BD.MLB.SD.C.MAG10-G,Su13.BD.MLB.SD.C.MAG10-T,Su13.BD.MM110.SD.MAG10-A,Su13.BD.MM110.SD.MAG10-C,Su13.BD.MM110.SD.MAG10-G,Su13.BD.MM110.SD.MAG10-T,Fa13.BD.MLB.SN.MAG10-A,Fa13.BD.MLB.SN.MAG10-C,Fa13.BD.MLB.SN.MAG10-G,Fa13.BD.MLB.SN.MAG10-T,Su13.BD.MM15.SD.MAG10-A,Su13.BD.MM15.SD.MAG10-C,Su13.BD.MM15.SD.MAG10-G,Su13.BD.MM15.SD.MAG10-T,Sp13.BD.MM110.SD.MAG10-A,Sp13.BD.MM110.SD.MAG10-C,Sp13.BD.MM110.SD.MAG10-G,Sp13.BD.MM110.SD.MAG10-T
contig_21217_18,2183,8,0,0,0,2,0,0,0,19,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,7,0,0,0,8,0,0,0,4,0,0,0,8,0,0,0,1,0,0,0,3,0,0,0,7,0,0,0,12,0,0,2,7,0,0,0,8,0,0,0,8,0,0,0,11,0,0,0,1,0,0,0,6,0,0,0,2,0,0,0,3,0,0,0,28,0,0,0
contig_21217_18,2184,0,8,0,0,0,2,0,0,0,19,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,7,0,0,0,8,0,0,0,4,0,0,0,9,0,0,0,1,0,0,0,3,0,0,0,7,0,0,0,15,0,0,0,7,0,0,0,8,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,3,0,0,0,27,0,0
contig_21217_18,2185,8,0,0,0,2,0,0,0,19,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,7,0,0,0,8,0,0,0,4,0,0,0,9,0,0,0,1,0,0,0,3,0,0,0,7,0,0,0,15,0,0,0,7,0,0,0,8,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,3,0,0,0,27,0,0,0
contig_21217_18,2186,9,0,0,0,2,0,0,0,19,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,7,0,0,0,10,0,0,0,6,0,0,0,9,0,0,0,1,0,0,0,2,0,0,0,7,0,0,0,16,0,0,0,9,0,0,0,8,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,3,0,0,0,27,0,0,0
contig_21217_18,2187,0,0,0,9,0,0,0,2,0,7,0,12,0,4,0,0,0,1,0,3,0,3,0,1,0,0,0,7,0,3,0,7,0,0,0,6,0,0,0,9,0,1,0,0,0,2,0,0,0,2,0,5,0,8,0,8,0,1,0,8,0,0,0,8,0,0,0,8,0,0,0,10,0,1,0,0,0,0,0,7,0,2,0,0,0,0,0,3,0,12,0,15
contig_21217_18,2188,0,9,0,0,0,0,0,0,0,19,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,7,0,0,0,8,0,0,0,6,0,0,0,9,0,0,0,1,0,0,0,2,0,0,0,5,0,0,0,16,0,0,0,11,0,0,0,8,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,3,0,0,0,25,0,0
contig_21217_18,2189,9,0,0,0,0,0,0,0,19,0,0,0,3,0,0,0,4,0,0,0,4,0,0,0,7,0,0,0,7,0,0,0,6,0,0,0,9,0,0,0,1,0,0,0,2,0,0,0,5,0,0,0,16,0,0,0,10,0,0,0,8,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,2,0,0,0,26,0,0,0
contig_21217_18,2190,9,0,0,0,0,0,0,0,19,0,0,0,3,0,0,0,4,0,0,0,4,0,0,0,7,0,0,0,7,0,0,0,6,0,0,0,9,0,0,0,1,0,0,0,2,0,0,0,5,0,0,0,16,0,0,0,10,0,0,0,8,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,2,0,0,0,26,0,0,0
contig_21217_18,2191,0,0,0,9,0,0,0,0,0,0,0,19,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,7,0,0,0,7,0,0,0,6,0,0,0,9,0,0,0,1,0,0,0,2,0,0,0,5,0,0,0,16,0,0,0,10,0,0,0,8,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,2,0,0,0,26
contig_21217_18,2192,0,0,0,8,0,0,0,0,0,0,0,19,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,7,0,0,0,7,0,0,0,6,0,0,0,9,0,0,0,1,0,0,0,2,0,0,0,5,0,0,0,16,0,0,0,10,0,0,0,8,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,2,0,0,0,26
contig_21217_18,2193,0,0,8,0,0,0,0,0,0,0,19,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,7,0,0,0,7,0,0,0,6,0,0,0,9,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,16,0,0,0,12,0,0,0,8,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,2,0,0,0,26,0
contig_21217_18,2194,8,0,0,0,0,0,0,0,20,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,7,0,0,0,7,0,0,0,6,0,0,0,9,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,16,0,0,0,12,0,0,0,8,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,2,0,0,0,26,0,0,0
contig_21217_18,2195,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,7,0,0,0,8,0,0,0,6,0,0,0,9,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,15,0,0,0,12,0,0,0,8,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,2,0,0,0,28
contig_21217_18,2196,0,0,8,0,0,0,0,0,0,0,20,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,7,0,0,0,8,0,0,0,6,0,0,0,9,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,15,0,0,0,12,0,0,0,8,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,2,0,0,0,28,0
contig_21217_18,2197,0,8,0,0,0,0,0,0,0,20,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,7,0,0,0,8,0,0,0,6,0,0,0,8,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,15,0,0,0,12,0,0,0,8,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,2,0,0,0,28,0,0
contig_21217_18,2198,8,0,0,0,0,0,0,0,20,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,6,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,15,0,0,0,12,0,0,0,8,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,27,0,0,0
contig_21217_18,2199,0,0,8,0,0,0,0,0,0,0,20,0,0,0,5,0,0,0,3,0,0,0,5,1,0,0,7,0,0,0,8,0,0,0,6,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,15,0,0,0,12,0,0,0,8,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,27,0
contig_21217_18,2200,0,0,8,0,0,0,0,0,0,0,20,0,0,0,5,0,0,0,3,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0,6,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,15,0,0,0,12,0,0,0,8,0,0,0,7,0,0,0,10,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,27,0
contig_21217_18,2201,0,8,0,0,0,0,0,0,0,20,0,0,0,5,0,0,0,3,0,0,0,7,0,0,0,7,0,0,0,8,0,0,0,6,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,15,0,0,0,12,0,0,0,8,0,0,0,7,0,0,0,10,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,27,0,0
contig_21217_18,2202,0,0,0,8,0,0,0,0,0,0,0,20,0,0,0,5,0,0,0,3,0,0,0,7,0,0,0,7,0,0,0,8,0,0,0,4,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,15,0,0,0,12,0,0,0,8,0,0,0,7,0,0,0,11,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,28
contig_21217_18,2203,0,0,8,0,0,0,0,0,0,0,20,0,0,0,5,0,0,0,3,0,0,0,7,0,0,0,7,0,0,0,8,0,0,0,4,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,15,0,0,0,12,0,0,0,8,0,0,0,7,0,0,0,11,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,28,0
contig_21217_18,2204,0,0,0,8,0,0,0,0,0,0,0,19,0,0,0,5,0,0,0,3,0,0,0,7,0,0,0,7,0,0,0,8,0,0,0,4,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,15,0,0,0,12,0,0,0,8,0,0,0,7,0,0,0,11,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,27
contig_21217_18,2205,0,0,0,8,0,0,0,0,0,0,0,19,0,0,0,5,0,0,0,1,0,0,0,7,0,0,0,7,0,0,0,6,0,0,0,2,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,15,0,0,0,10,0,0,0,8,0,0,0,7,0,0,0,11,0,0,0,1,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,28
contig_21217_18,2206,0,0,0,8,0,0,0,0,0,0,0,19,0,0,0,5,0,0,0,1,0,0,0,7,0,0,0,7,0,0,0,6,0,0,0,2,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,15,0,0,0,10,0,0,0,8,0,0,0,7,0,0,0,11,0,0,0,2,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,28
contig_21217_18,2207,0,0,0,8,0,0,0,0,0,0,0,19,0,0,0,5,0,0,0,1,0,0,0,7,0,0,0,7,0,0,0,6,0,0,0,2,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,15,0,0,0,10,0,0,0,8,0,0,0,6,0,0,0,11,0,0,0,2,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,28
contig_21217_18,2208,0,0,0,8,0,0,0,0,0,0,0,19,0,0,0,5,0,0,0,1,0,0,0,7,0,0,0,7,0,0,0,6,0,0,0,2,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,15,0,0,0,10,0,0,0,8,0,0,0,6,0,0,0,11,0,0,0,2,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,28
contig_21217_18,2209,0,0,8,0,0,0,0,0,0,0,19,0,0,0,5,0,0,0,1,0,0,0,7,0,0,0,7,0,0,0,6,0,0,0,2,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,16,0,0,0,10,0,0,0,8,0,0,0,6,0,0,0,11,0,0,0,2,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,28,0
contig_21217_18,2210,0,8,0,0,0,0,0,0,0,19,0,0,0,5,0,0,0,1,0,0,0,7,0,0,0,7,0,0,0,6,0,0,0,2,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,16,0,0,0,10,0,0,0,8,0,0,0,6,0,0,0,11,0,0,0,2,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,28,0,0
contig_21217_18,2211,0,0,8,0,0,0,0,0,0,0,19,0,0,0,5,0,0,0,1,0,0,0,7,0,0,0,7,0,0,0,6,0,0,0,2,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,16,0,0,0,10,0,0,0,8,0,0,0,6,0,0,0,11,0,0,0,2,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,26,0
contig_21217_18,2212,0,0,8,0,0,0,0,0,0,0,19,0,0,0,5,0,0,0,1,0,0,0,7,0,0,0,7,0,0,0,6,0,0,0,2,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,16,0,0,0,10,0,0,0,8,0,1,0,5,0,0,0,11,0,0,0,2,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,26,0
contig_21217_18,2213,0,8,0,0,0,0,0,0,0,19,0,0,0,5,0,0,0,1,0,0,0,7,0,0,0,7,0,0,0,6,0,0,0,3,0,0,0,7,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,16,0,0,0,10,0,0,0,8,0,0,0,6,0,0,0,11,0,0,0,2,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,26,0,0
contig_21217_18,2214,8,0,0,0,0,0,0,0,19,0,0,0,5,0,0,0,1,0,0,0,6,0,0,0,7,0,0,0,6,0,0,0,3,0,0,0,7,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,15,0,0,0,10,0,0,0,8,0,0,0,6,0,0,0,11,0,0,0,2,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,26,0,0,0
contig_21217_18,2215,0,8,0,0,0,0,0,0,0,11,0,8,0,2,0,3,0,0,0,1,0,3,0,3,0,7,0,0,0,4,0,2,0,3,0,0,0,7,0,0,0,0,0,1,0,1,0,1,0,3,0,1,0,7,0,8,0,9,0,1,0,8,0,0,0,5,0,0,0,11,0,0,0,0,0,2,0,7,0,0,0,0,0,2,0,0,0,0,0,12,0,13
contig_21217_18,2216,0,8,0,0,0,0,0,0,0,19,0,0,0,5,0,0,0,1,0,0,0,6,0,0,0,7,0,0,0,6,0,0,0,3,0,0,0,7,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,15,0,0,0,10,0,0,0,8,0,0,0,5,0,0,0,11,0,0,0,2,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,25,0,0
contig_21217_18,2217,0,0,0,8,0,0,0,0,0,0,0,19,0,0,0,5,0,0,0,1,0,0,0,6,0,0,0,7,0,0,0,6,0,0,0,3,0,0,0,7,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,15,0,0,0,10,0,0,0,8,0,0,0,5,0,0,0,11,0,0,0,2,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,25
contig_21217_18,2218,10,0,0,0,0,0,0,0,19,0,0,0,4,0,0,0,0,0,1,0,6,0,0,0,7,0,0,0,6,0,0,0,6,0,0,0,7,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,14,0,1,0,10,0,0,0,8,0,0,0,6,0,0,0,11,0,0,0,2,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,25,0,0,0
contig_21217_18,2219,0,10,0,0,0,0,0,0,0,20,0,0,0,4,0,0,0,1,0,0,0,4,0,0,0,7,0,0,0,6,0,0,0,6,0,0,0,7,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,15,0,0,0,10,0,0,0,8,0,0,0,5,0,0,0,11,0,0,0,2,0,0,0,9,0,0,0,2,0,0,0,1,0,0,0,25,0,0
contig_21217_18,2220,0,10,0,0,0,2,0,0,0,19,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,7,0,0,0,6,0,0,0,6,0,0,0,7,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,15,0,0,0,10,0,0,0,8,0,0,0,5,0,0,0,11,0,0,0,2,0,0,0,9,0,0,0,2,0,0,0,1,0,0,0,24,0,0
contig_21217_18,2221,0,10,0,0,0,2,0,0,0,19,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,7,0,0,0,6,0,0,0,6,0,0,0,7,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,15,0,0,0,10,0,0,0,8,0,0,0,5,0,0,0,11,0,0,0,2,0,0,0,9,0,0,0,2,0,0,0,1,0,0,0,24,0,0
contig_21217_18,2222,10,0,0,0,2,0,0,0,19,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,6,0,0,0,6,0,0,0,7,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,15,0,0,0,10,0,0,0,8,0,0,0,5,0,0,0,11,0,0,0,2,0,0,0,9,0,0,0,2,0,0,0,1,0,0,0,24,0,0,0
contig_21217_18,2223,0,0,10,0,0,0,2,0,0,0,12,8,0,0,0,4,0,0,2,1,0,0,1,2,0,0,7,0,0,0,4,2,0,0,6,0,0,0,7,0,0,0,0,1,0,0,1,1,0,0,3,1,0,0,7,8,0,0,9,1,0,0,8,0,0,0,7,0,0,0,11,0,0,0,0,2,0,0,9,0,0,0,0,2,0,0,1,0,0,0,11,13
contig_21217_18,2224,0,0,8,0,0,0,2,0,0,0,20,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,6,0,0,0,6,0,0,0,7,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,17,0,0,0,10,0,0,0,8,0,0,0,7,0,0,0,11,0,0,0,2,0,0,0,9,0,0,0,3,0,0,0,1,0,0,0,24,0
contig_21217_18,2225,0,0,8,0,0,0,2,0,0,0,20,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,6,0,0,0,6,0,0,0,7,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,18,0,0,0,10,0,0,0,8,0,0,0,7,0,0,0,11,0,0,0,2,0,0,0,9,0,0,0,3,0,0,0,1,0,0,0,24,0
contig_21217_18,2226,0,8,0,0,0,2,0,0,0,20,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,18,0,0,0,8,0,0,0,7,0,0,0,7,0,0,0,11,0,0,0,2,0,0,0,9,0,0,0,3,0,0,0,1,0,0,0,24,0,0
contig_21217_18,2227,0,0,0,7,0,0,0,2,0,0,0,20,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,6,0,0,0,6,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,18,0,0,0,8,0,0,0,7,0,0,0,7,0,0,0,11,0,0,0,2,0,0,0,9,0,0,0,3,0,0,0,1,0,0,0,24
contig_21217_18,2228,0,0,0,7,0,0,0,2,0,0,0,19,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,18,0,0,0,8,0,0,0,7,0,0,0,7,0,0,0,11,0,0,0,2,0,0,0,9,0,0,0,4,0,0,0,1,0,0,0,24
contig_21217_18,2229,0,0,7,0,0,0,2,0,0,0,19,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,17,0,0,0,8,0,0,0,9,0,0,0,7,0,0,0,10,0,0,0,2,0,0,0,9,0,0,0,4,0,0,0,1,0,0,0,22,0
contig_21217_18,2230,0,7,0,0,0,2,0,0,0,18,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,17,0,0,0,8,0,0,0,9,0,0,0,7,0,0,0,10,0,0,0,2,0,0,0,9,0,0,0,4,0,0,0,1,0,0,0,22,0,0
contig_21217_18,2231,0,0,0,7,0,0,0,2,0,0,0,18,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,17,0,0,0,8,0,0,0,9,0,0,0,7,0,0,0,10,0,0,0,2,0,0,0,9,0,0,0,5,0,0,0,1,0,0,0,22
contig_21217_18,2232,0,8,0,0,0,2,0,0,0,18,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,17,0,0,0,8,0,0,0,9,0,0,0,7,0,0,0,10,0,0,0,2,0,0,0,9,0,0,0,5,0,0,0,1,0,0,0,21,0,1
contig_21217_18,2233,8,0,0,0,2,0,0,0,17,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,17,0,0,0,7,0,0,0,8,0,0,0,7,0,0,0,10,0,0,0,1,0,0,0,9,0,0,0,5,0,0,0,1,0,0,0,22,0,0,0
contig_21217_18,2234,0,0,8,0,0,0,2,0,0,0,17,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,8,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,2,0,0,0,4,0,0,0,17,0,0,0,7,0,0,0,8,0,0,0,7,0,0,0,11,0,0,0,1,0,0,0,9,0,0,0,5,0,0,0,1,0,0,0,22,0
contig_21217_18,2235,8,0,0,0,2,0,0,0,17,0,0,0,4,0,0,0,3,0,0,0,2,0,0,0,8,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,16,0,0,0,7,0,0,0,8,0,0,0,7,0,0,0,10,0,0,0,1,0,0,0,9,0,0,0,5,0,0,0,1,0,0,0,22,0,0,0
contig_21217_18,2236,0,0,8,0,0,0,2,0,0,0,17,0,0,0,4,0,0,0,3,0,0,0,2,0,0,0,8,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,16,0,0,0,7,0,0,0,8,0,0,0,7,0,0,0,10,0,0,0,1,0,0,0,9,0,0,0,5,0,0,0,1,0,0,0,22,0
contig_21217_18,2237,8,0,0,0,2,0,0,0,17,0,0,0,4,0,0,0,5,0,0,0,2,0,0,0,8,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,15,0,0,0,7,0,0,0,8,0,0,0,7,0,0,0,10,0,0,0,1,0,0,0,9,0,0,0,5,0,0,0,1,0,0,0,22,0,0,0
contig_21217_18,2238,0,0,0,7,0,0,0,2,0,0,0,17,0,0,0,4,0,0,0,5,0,0,0,2,0,0,0,5,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,15,0,0,0,6,0,0,0,8,0,0,0,7,0,0,0,9,0,0,0,1,0,0,0,8,0,0,0,5,0,0,0,1,0,0,0,21
contig_21217_18,2239,0,0,7,0,0,0,2,0,0,0,18,0,0,0,4,0,0,0,5,0,0,0,2,0,0,0,5,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,15,0,0,0,6,0,0,0,8,0,0,0,7,0,0,0,9,0,0,0,1,0,0,0,8,0,0,0,5,0,0,0,1,0,0,0,21,0
contig_21217_18,2240,0,7,0,0,0,0,0,0,0,18,0,0,0,4,0,0,0,3,0,0,0,2,0,0,0,4,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,15,0,0,0,6,0,0,0,8,0,0,0,7,0,0,0,9,1,0,0,1,0,0,0,8,0,0,0,5,0,0,0,1,0,0,0,21,0,0
contig_21217_18,2241,0,7,0,0,0,0,0,0,0,18,0,0,0,4,0,0,0,3,0,0,0,2,0,0,0,4,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,15,0,0,0,6,0,0,0,6,0,0,0,7,0,0,0,10,0,0,0,1,0,0,0,8,0,0,0,5,0,0,0,1,0,0,0,21,0,0
contig_21217_18,2242,0,0,7,0,0,0,0,0,0,0,18,0,0,0,4,0,0,0,3,0,0,0,2,0,0,0,6,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,15,0,0,0,6,0,0,0,6,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,8,0,0,0,5,0,0,0,1,0,0,0,21,0
contig_21217_18,2243,0,0,0,7,0,0,0,0,0,0,0,18,0,0,0,4,0,0,0,3,0,0,0,2,0,0,0,6,0,0,0,6,0,0,0,4,0,0,0,6,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,15,0,0,0,6,0,0,0,6,0,0,0,8,0,0,0,10,0,0,0,1,0,0,0,8,0,0,0,5,0,0,0,1,0,0,0,21
