,Position,Su13.BD.MM110.SD.MAG8-A,Su13.BD.MM110.SD.MAG8-C,Su13.BD.MM110.SD.MAG8-G,Su13.BD.MM110.SD.MAG8-T,Sp13.BD.MM15.SD.MAG8-A,Sp13.BD.MM15.SD.MAG8-C,Sp13.BD.MM15.SD.MAG8-G,Sp13.BD.MM15.SD.MAG8-T,Fa13.BD.MLB.DN.MAG8-A,Fa13.BD.MLB.DN.MAG8-C,Fa13.BD.MLB.DN.MAG8-G,Fa13.BD.MLB.DN.MAG8-T,Fa13.BD.MM110.SN.MAG8-A,Fa13.BD.MM110.SN.MAG8-C,Fa13.BD.MM110.SN.MAG8-G,Fa13.BD.MM110.SN.MAG8-T,Sp13.BD.MM110.SN.MAG8-A,Sp13.BD.MM110.SN.MAG8-C,Sp13.BD.MM110.SN.MAG8-G,Sp13.BD.MM110.SN.MAG8-T,Sp13.BD.MM110.DD.MAG8-A,Sp13.BD.MM110.DD.MAG8-C,Sp13.BD.MM110.DD.MAG8-G,Sp13.BD.MM110.DD.MAG8-T,Sp13.BD.MM110.SD.MAG8-A,Sp13.BD.MM110.SD.MAG8-C,Sp13.BD.MM110.SD.MAG8-G,Sp13.BD.MM110.SD.MAG8-T,Su13.BD.MLB.DD.MAG8-A,Su13.BD.MLB.DD.MAG8-C,Su13.BD.MLB.DD.MAG8-G,Su13.BD.MLB.DD.MAG8-T,Su13.BD.MM15.SN.C.MAG8-A,Su13.BD.MM15.SN.C.MAG8-C,Su13.BD.MM15.SN.C.MAG8-G,Su13.BD.MM15.SN.C.MAG8-T,Fa13.BD.MM15.SN.MAG8-A,Fa13.BD.MM15.SN.MAG8-C,Fa13.BD.MM15.SN.MAG8-G,Fa13.BD.MM15.SN.MAG8-T,Fa13.BD.MLB.SN.MAG8-A,Fa13.BD.MLB.SN.MAG8-C,Fa13.BD.MLB.SN.MAG8-G,Fa13.BD.MLB.SN.MAG8-T,Su13.BD.MM110.DCMD.MAG8-A,Su13.BD.MM110.DCMD.MAG8-C,Su13.BD.MM110.DCMD.MAG8-G,Su13.BD.MM110.DCMD.MAG8-T,Fa13.BD.MM110.DN.MAG8-A,Fa13.BD.MM110.DN.MAG8-C,Fa13.BD.MM110.DN.MAG8-G,Fa13.BD.MM110.DN.MAG8-T,Su13.BD.MM15.SD.MAG8-A,Su13.BD.MM15.SD.MAG8-C,Su13.BD.MM15.SD.MAG8-G,Su13.BD.MM15.SD.MAG8-T,Su13.BD.MM15.DN.MAG8-A,Su13.BD.MM15.DN.MAG8-C,Su13.BD.MM15.DN.MAG8-G,Su13.BD.MM15.DN.MAG8-T,Sp13.BD.MLB.SN.MAG8-A,Sp13.BD.MLB.SN.MAG8-C,Sp13.BD.MLB.SN.MAG8-G,Sp13.BD.MLB.SN.MAG8-T,Fa13.BD.MM15.DN.MAG8-A,Fa13.BD.MM15.DN.MAG8-C,Fa13.BD.MM15.DN.MAG8-G,Fa13.BD.MM15.DN.MAG8-T,Sp13.BD.MM15.SN.MAG8-A,Sp13.BD.MM15.SN.MAG8-C,Sp13.BD.MM15.SN.MAG8-G,Sp13.BD.MM15.SN.MAG8-T,Fa13.BD.MM15.SD.MAG8-A,Fa13.BD.MM15.SD.MAG8-C,Fa13.BD.MM15.SD.MAG8-G,Fa13.BD.MM15.SD.MAG8-T,Sp13.BD.MM15.DD.A.MAG8-A,Sp13.BD.MM15.DD.A.MAG8-C,Sp13.BD.MM15.DD.A.MAG8-G,Sp13.BD.MM15.DD.A.MAG8-T,Su13.BD.MM110.DN.MAG8-A,Su13.BD.MM110.DN.MAG8-C,Su13.BD.MM110.DN.MAG8-G,Su13.BD.MM110.DN.MAG8-T,Fa13.BD.MM110.SD.MAG8-A,Fa13.BD.MM110.SD.MAG8-C,Fa13.BD.MM110.SD.MAG8-G,Fa13.BD.MM110.SD.MAG8-T,Su13.BD.MLB.SD.C.MAG8-A,Su13.BD.MLB.SD.C.MAG8-C,Su13.BD.MLB.SD.C.MAG8-G,Su13.BD.MLB.SD.C.MAG8-T,Su13.BD.MM110.SN.C.MAG8-A,Su13.BD.MM110.SN.C.MAG8-C,Su13.BD.MM110.SN.C.MAG8-G,Su13.BD.MM110.SN.C.MAG8-T
contig_20877_2,15,0,0,181,0,0,0,229,0,0,0,139,0,0,0,258,0,0,0,374,0,0,0,476,0,0,0,564,0,0,0,114,1,0,0,426,0,0,0,228,0,1,0,233,0,0,0,32,0,0,0,170,0,0,0,194,0,0,0,262,0,0,0,150,0,0,0,257,0,0,0,211,0,0,0,224,0,0,0,154,0,0,0,13,0,0,0,318,0,0,0,190,0,0,0,209,0
contig_20877_2,16,0,0,180,0,0,0,229,0,0,0,139,0,0,0,254,0,3,0,370,0,2,0,475,0,1,1,564,1,0,0,114,0,0,0,421,0,3,0,224,0,0,0,234,0,0,0,32,0,0,0,167,0,0,0,191,0,2,2,251,0,7,0,141,0,4,0,253,0,0,0,210,0,1,0,222,0,1,0,153,0,0,0,12,0,0,0,315,0,0,0,190,0,0,0,210,0
contig_20877_2,17,179,0,0,0,230,0,0,0,139,0,0,0,254,0,0,0,376,0,0,0,480,0,0,0,566,0,0,0,111,0,0,0,422,0,0,0,229,0,0,0,235,0,0,0,32,0,0,0,167,0,0,0,191,0,0,0,255,0,0,0,147,0,0,0,255,0,0,0,210,0,0,0,227,0,0,0,154,0,0,0,12,0,0,0,318,0,0,0,189,0,0,0,211,0,0,0
contig_20877_2,18,178,0,1,0,230,0,0,0,139,0,0,0,255,0,0,0,379,0,0,0,483,0,0,0,567,0,0,0,111,0,0,0,419,0,0,0,231,0,0,0,239,0,0,0,32,0,0,0,168,0,0,0,190,0,0,0,257,0,0,0,146,1,0,0,254,0,0,0,210,0,0,0,226,0,0,0,154,0,0,0,12,0,0,0,319,0,0,0,189,0,0,0,210,0,0,0
contig_20877_2,19,178,0,2,0,228,0,2,0,121,0,19,0,250,0,5,0,376,0,1,0,483,0,2,0,567,0,1,0,102,0,8,0,385,0,33,0,230,0,0,0,215,0,25,0,32,0,0,0,171,0,0,0,176,1,12,0,255,0,2,0,141,0,8,0,248,0,5,0,207,0,5,0,219,0,7,0,149,0,3,0,13,0,0,0,317,0,7,0,146,0,44,0,208,0,0,0
contig_20877_2,20,0,180,0,0,0,231,0,0,0,143,0,0,0,256,0,0,0,376,0,0,0,483,0,0,0,566,0,1,0,110,0,0,0,415,0,0,0,230,0,0,0,242,0,0,0,32,0,0,0,173,0,0,0,189,0,0,0,260,0,0,0,148,0,0,0,259,0,0,0,210,0,0,0,227,0,0,0,153,0,0,0,13,0,0,0,327,0,0,0,191,0,0,0,207,0,0
contig_20877_2,21,0,0,179,0,0,0,233,0,1,0,142,0,0,0,256,0,0,0,379,0,0,0,483,0,0,0,568,0,0,0,111,0,0,0,414,0,0,0,230,0,0,0,245,0,0,0,32,0,0,0,173,0,0,0,188,0,0,0,260,0,0,0,147,0,0,0,260,0,0,0,206,0,0,0,227,0,0,0,152,0,0,0,13,0,0,0,326,0,0,1,188,0,0,0,210,0
contig_20877_2,22,8,0,171,0,26,0,204,0,7,0,136,0,3,0,252,0,61,0,320,0,72,0,411,0,80,1,485,0,2,0,108,0,15,0,395,0,5,0,224,0,7,0,235,1,1,0,32,0,28,0,145,0,2,0,186,0,21,0,239,0,11,0,136,0,15,0,245,0,14,0,188,0,6,0,221,0,12,0,142,0,0,0,13,0,5,0,321,0,2,1,187,0,9,0,203,0
contig_20877_2,23,179,0,0,0,230,0,0,0,143,0,0,0,248,2,0,0,383,0,0,0,479,0,0,0,564,0,0,0,110,0,0,0,408,0,0,0,227,0,0,0,246,0,0,0,35,0,0,0,173,0,0,0,186,0,0,0,258,0,0,0,147,0,0,0,258,0,2,0,201,0,0,0,227,0,0,0,155,0,0,0,13,0,0,0,325,0,0,0,189,0,0,0,213,0,0,0
contig_20877_2,24,173,0,0,0,229,0,0,0,136,0,0,0,240,0,0,0,383,1,0,0,479,0,0,0,565,0,0,0,110,0,0,0,409,0,0,0,218,0,0,0,246,0,0,0,35,0,0,0,167,0,0,0,182,0,0,0,242,0,0,0,147,0,0,0,245,0,0,0,200,0,0,0,220,0,0,0,157,0,0,0,13,0,0,0,307,0,1,0,189,0,0,0,213,0,0,0
contig_20877_2,25,0,0,173,0,3,0,226,0,1,0,135,0,0,0,240,0,0,0,380,0,0,0,475,0,0,0,556,0,0,0,109,0,0,1,404,0,0,0,218,0,0,0,246,0,0,0,36,0,0,0,167,0,0,0,182,0,0,0,242,0,18,0,129,0,0,0,245,0,2,0,200,0,0,0,220,0,6,0,151,0,0,0,13,0,0,0,307,0,0,1,188,0,0,0,212,1
contig_20877_2,26,0,170,0,0,0,228,0,0,0,134,0,0,0,241,0,0,0,375,2,1,0,467,2,0,0,551,2,1,0,110,1,0,0,402,0,0,0,214,1,0,0,245,0,0,0,36,0,0,0,162,0,0,0,182,0,0,0,236,2,0,0,147,0,0,0,240,4,0,0,203,2,0,0,214,0,0,0,156,0,0,0,11,0,0,0,301,0,0,0,189,0,0,0,212,0,0
contig_20877_2,27,0,170,0,0,0,225,0,0,0,134,0,0,0,240,0,0,0,379,0,0,1,466,0,0,0,551,0,0,0,111,0,0,1,401,0,0,0,217,0,0,1,247,0,0,0,35,0,0,0,163,0,0,0,182,0,0,0,239,0,0,0,145,0,0,0,243,0,0,0,205,0,0,0,215,0,0,0,157,0,0,0,11,0,0,0,302,0,0,0,190,0,0,0,214,0,0
contig_20877_2,28,8,0,160,1,29,0,197,0,7,0,125,1,3,0,237,0,62,0,316,0,68,0,398,0,79,0,465,0,2,0,109,0,15,0,385,0,5,0,208,0,6,0,241,0,1,0,33,0,27,0,136,0,2,0,180,0,20,0,217,0,29,0,116,2,15,0,229,0,18,0,187,0,6,0,208,0,15,0,141,1,0,0,10,0,5,0,296,0,2,0,187,0,10,0,204,0
contig_20877_2,29,0,0,170,0,0,0,226,0,0,0,133,0,0,0,240,0,0,1,377,0,0,0,458,0,0,1,545,0,0,0,110,0,0,0,399,0,0,0,213,0,0,0,246,1,0,0,35,0,0,0,164,0,0,0,183,0,0,0,239,0,0,0,147,0,0,0,245,0,1,1,203,0,0,0,214,0,0,0,157,0,0,0,10,0,0,0,300,0,1,0,187,0,0,0,215,0
contig_20877_2,30,0,172,1,0,0,226,0,0,0,133,0,0,0,243,0,0,0,370,2,4,0,455,0,2,1,543,0,1,0,110,0,0,0,401,0,0,0,213,0,1,0,249,0,0,0,34,0,0,0,168,0,1,0,185,0,0,0,237,0,2,0,145,0,1,0,244,0,4,0,204,0,0,0,216,0,0,0,156,0,1,0,10,0,0,0,300,0,0,0,188,1,1,0,215,0,0
contig_20877_2,31,0,0,176,1,0,3,224,0,0,0,134,0,0,0,243,0,0,3,373,1,0,1,454,0,2,0,542,0,1,0,109,0,0,0,403,0,0,0,219,0,0,1,251,0,0,0,35,0,0,0,170,0,0,0,186,0,0,0,244,0,0,2,145,0,0,0,250,0,0,0,204,0,0,1,217,0,0,0,158,0,0,0,11,0,0,0,299,0,0,0,188,0,0,1,213,0
contig_20877_2,32,177,0,0,0,224,0,0,0,135,0,0,0,243,0,0,0,375,0,1,0,456,0,0,0,539,2,0,0,108,0,0,0,400,0,0,0,219,0,0,0,255,0,0,0,34,1,0,0,168,0,0,2,187,0,0,0,244,0,0,0,146,0,0,0,251,0,0,0,205,0,0,0,219,0,0,0,156,0,0,0,11,0,0,0,300,0,0,0,188,0,0,0,214,0,0,0
contig_20877_2,33,0,0,177,0,0,1,223,0,0,0,135,0,0,0,241,1,0,1,377,0,0,0,456,0,0,0,537,0,0,0,108,0,1,0,398,0,0,0,219,0,0,0,254,0,0,0,35,0,0,0,172,0,0,0,190,0,0,0,248,0,0,0,145,0,0,0,251,0,0,0,205,0,0,0,219,0,0,0,157,0,0,0,11,0,0,0,300,0,0,0,186,0,0,0,212,0
contig_20877_2,34,0,177,0,0,3,220,0,0,1,133,0,0,0,239,0,0,2,374,0,1,0,456,0,0,1,538,0,0,1,107,0,0,0,400,0,0,1,218,0,0,1,254,0,0,0,35,0,0,0,172,0,0,0,190,0,0,2,246,0,0,5,137,2,0,2,247,2,0,0,203,2,0,0,215,0,0,2,154,1,0,0,11,0,0,0,301,0,0,0,186,0,2,0,213,0,0
contig_20877_2,35,177,0,0,0,222,0,0,0,132,0,0,0,237,0,0,0,379,0,0,0,456,0,0,0,539,0,0,0,109,0,0,0,400,0,0,0,219,0,0,0,257,0,0,0,34,0,0,0,172,0,0,0,188,0,0,0,248,0,1,0,143,0,0,1,252,0,0,0,205,0,0,0,215,0,0,0,155,0,0,0,11,0,0,0,297,0,0,0,191,0,0,0,215,0,0,0
contig_20877_2,36,164,0,15,0,187,0,36,0,122,0,13,0,232,0,5,0,310,0,68,0,376,0,79,0,445,0,92,0,100,0,8,0,366,0,37,0,216,0,6,0,235,0,25,0,29,0,4,0,142,0,31,0,185,0,7,0,218,0,30,0,99,0,46,0,234,0,18,0,179,0,24,0,208,0,7,0,136,0,17,0,11,0,0,0,293,0,6,0,181,0,11,0,204,0,12,0
contig_20877_2,37,1,0,0,177,0,3,0,218,1,0,0,133,0,0,0,236,0,3,0,372,0,0,0,457,0,1,0,534,1,0,0,106,8,0,0,393,0,1,0,221,1,0,0,259,0,0,0,33,0,0,0,172,2,0,0,190,0,0,0,249,0,5,1,137,0,2,0,244,0,2,1,201,0,0,0,215,0,0,0,151,0,0,0,11,0,0,0,299,9,0,0,185,1,0,0,214
contig_20877_2,38,0,0,192,0,0,0,221,0,0,0,140,0,0,0,242,0,0,0,377,0,0,0,461,0,0,1,537,0,1,1,105,0,0,0,404,0,0,0,226,0,0,0,258,0,0,0,33,0,0,0,178,0,0,0,197,0,0,0,261,0,0,0,145,0,0,0,262,0,0,0,204,0,0,0,221,0,0,0,149,0,0,0,11,0,2,0,309,0,0,0,192,0,0,0,216,0
contig_20877_2,39,0,190,0,0,0,220,0,0,0,139,0,0,0,239,0,0,0,378,0,0,0,461,0,0,0,537,0,1,0,106,0,0,1,399,0,0,0,220,0,0,0,260,0,0,0,33,0,0,0,178,0,0,0,195,0,0,0,259,0,0,1,143,0,0,0,261,0,0,0,203,0,1,0,216,0,0,0,150,0,0,0,10,0,0,0,307,0,0,0,190,0,0,0,216,0,0
contig_20877_2,40,0,0,0,188,0,3,0,216,0,0,0,136,0,0,0,235,0,0,0,378,0,1,0,461,0,0,0,541,0,0,0,105,0,0,0,402,0,0,0,213,0,0,0,263,0,0,0,33,1,0,0,179,0,0,0,193,0,2,0,249,0,11,0,133,0,8,0,248,0,4,0,201,0,2,0,213,0,2,0,147,0,0,0,9,0,0,0,296,0,0,1,189,0,0,0,218
contig_20877_2,41,0,0,0,187,0,0,0,215,0,0,0,137,0,0,0,237,0,0,0,378,0,0,0,464,0,0,0,544,0,0,0,105,0,0,0,401,0,0,0,213,0,0,0,263,0,0,0,33,0,1,0,181,0,0,0,193,0,0,0,250,0,0,0,148,0,0,0,256,0,0,0,205,0,0,0,214,0,0,0,147,0,0,0,48,0,0,0,296,0,0,0,190,0,0,0,218
contig_20877_2,42,0,1,0,190,0,0,0,213,0,0,0,142,0,0,0,238,0,0,0,376,0,0,0,463,0,0,0,542,0,0,0,107,0,0,0,398,0,0,0,215,0,0,0,262,0,0,0,33,0,0,0,183,0,0,0,194,0,0,0,249,0,0,0,150,0,2,0,250,0,0,0,207,0,0,1,215,0,0,0,146,0,0,0,48,0,0,0,294,0,0,0,189,0,1,0,214
contig_20877_2,43,0,0,191,0,0,1,212,0,0,0,142,0,0,0,244,0,1,0,376,0,0,0,462,0,0,1,542,0,0,0,104,0,0,0,398,0,0,0,214,0,0,0,258,1,0,0,33,0,2,0,182,0,0,0,198,0,0,0,250,0,2,0,146,0,0,0,252,0,2,0,204,0,0,0,217,0,0,0,150,0,0,0,48,0,0,0,296,0,0,0,189,0,0,0,215,0
contig_20877_2,44,0,192,0,0,0,212,0,0,0,144,0,0,0,245,0,0,0,375,0,1,0,459,0,0,0,545,0,0,0,104,0,0,0,401,0,0,0,215,0,0,0,263,0,0,0,34,0,0,0,185,0,0,0,202,0,0,0,247,1,1,0,149,0,0,0,254,0,0,0,205,0,0,0,218,0,0,0,150,0,0,0,48,0,0,0,299,0,0,0,191,0,0,0,215,0,0
contig_20877_2,45,187,0,0,0,210,1,1,0,143,1,0,0,240,0,1,0,371,2,0,0,455,1,0,0,538,1,1,3,103,0,0,0,397,0,0,2,208,0,0,0,263,1,0,0,34,0,0,0,183,0,0,0,197,0,0,0,242,0,0,1,151,0,0,0,253,0,0,0,204,1,0,0,210,0,1,0,149,1,0,0,48,0,0,0,294,1,0,0,190,1,0,0,214,0,1,0
contig_20877_2,46,0,186,0,2,0,184,0,26,0,101,0,45,0,238,0,4,0,370,0,5,0,447,0,10,0,539,0,8,0,55,0,52,0,323,0,76,0,211,0,1,0,175,0,89,0,31,0,3,0,185,0,3,0,166,0,34,0,217,0,25,0,104,0,47,1,231,0,17,0,166,0,37,0,205,0,8,0,116,0,35,0,47,0,1,0,286,0,9,0,59,0,132,0,204,0,10
contig_20877_2,47,0,0,0,175,0,0,0,208,0,0,0,140,0,0,0,228,0,0,0,374,0,0,0,454,0,0,0,543,0,0,0,103,0,0,0,401,0,0,0,206,0,0,0,263,0,0,0,33,0,0,0,177,0,0,0,196,0,0,0,233,0,0,0,149,0,0,0,237,0,0,0,203,0,0,0,199,0,0,0,151,0,0,0,48,0,0,0,287,0,0,0,191,0,0,0,214
contig_20877_2,48,0,174,0,0,0,207,0,0,0,140,0,0,0,231,0,0,0,372,0,0,0,452,0,0,0,545,0,0,0,102,0,0,0,398,0,0,0,210,0,2,0,263,0,0,0,33,0,0,0,176,0,0,0,200,0,0,0,235,0,0,0,150,0,1,0,242,0,0,0,203,0,0,0,200,0,0,0,153,0,0,0,48,0,0,1,287,0,0,0,193,0,0,2,211,0,0
contig_20877_2,49,0,0,175,0,0,0,201,5,1,0,139,0,0,0,232,0,2,2,370,0,4,0,449,3,5,3,534,0,0,0,102,0,0,0,397,0,0,1,214,0,0,0,259,2,0,0,32,0,1,0,176,0,1,4,195,0,2,2,227,2,0,0,124,28,0,2,233,8,0,0,197,6,0,0,199,0,0,0,146,8,0,0,48,0,0,0,287,0,0,0,190,0,0,0,213,0
contig_20877_2,50,0,0,0,177,0,0,0,203,0,0,0,138,0,1,0,233,0,0,0,376,0,0,0,455,0,0,0,543,0,0,0,102,0,0,0,393,0,0,0,214,0,0,0,257,0,0,0,31,0,0,0,176,0,0,0,203,0,0,0,237,0,0,0,152,0,0,0,245,0,0,0,202,0,0,0,200,0,0,0,155,0,0,0,48,0,0,0,288,0,0,0,190,0,0,0,213
contig_20877_2,51,0,177,0,0,0,203,0,0,0,139,0,0,0,234,0,0,0,376,0,0,0,453,0,0,0,543,0,0,0,103,0,0,0,391,0,1,0,216,0,0,0,255,1,0,0,30,0,0,0,176,0,0,0,203,0,0,0,237,0,0,0,156,0,0,0,246,0,0,0,201,0,0,0,203,0,0,0,154,0,0,0,48,0,0,0,291,0,0,0,191,0,0,0,211,0,1
contig_20877_2,52,2,0,175,0,2,0,200,0,0,0,139,0,0,0,234,0,2,0,376,0,2,0,455,0,3,0,543,0,0,0,107,0,0,1,389,0,1,0,216,0,0,0,257,1,0,0,30,0,0,0,176,0,4,0,198,0,4,0,233,0,2,0,155,0,10,0,239,0,0,0,200,0,0,0,200,0,1,0,153,0,0,0,48,0,0,0,291,0,0,0,187,0,0,0,209,0
contig_20877_2,53,0,0,0,179,0,0,0,202,1,0,0,138,0,0,0,234,0,0,0,379,0,0,0,454,0,1,0,543,0,0,0,107,0,0,0,389,0,0,0,219,0,0,0,258,0,0,0,31,0,0,1,177,0,0,0,202,0,0,0,237,0,0,0,160,0,0,0,249,0,0,0,200,0,0,0,202,0,0,0,154,0,0,0,48,0,0,0,291,0,0,0,186,0,0,0,208
contig_20877_2,54,0,179,0,0,1,200,1,0,0,139,0,0,1,230,0,0,0,374,0,2,0,451,0,2,0,538,0,0,0,106,0,0,0,388,0,0,0,219,0,0,0,258,0,0,0,32,0,0,1,175,0,0,0,202,0,0,0,237,0,0,0,162,0,0,0,249,0,0,0,200,0,0,0,203,0,0,0,152,0,0,0,49,0,0,0,291,0,0,0,188,0,0,0,207,0,0
contig_20877_2,55,0,0,172,3,2,0,181,13,0,0,132,6,0,0,222,5,0,1,331,35,1,0,403,33,0,1,483,42,0,0,104,2,0,0,374,9,0,0,216,5,1,0,255,5,0,0,32,0,0,0,163,8,0,0,200,3,0,0,225,9,18,0,135,10,0,0,235,13,3,0,192,7,0,0,194,7,2,0,146,4,0,0,49,0,0,0,288,4,0,0,184,3,0,0,198,10
contig_20877_2,56,0,0,179,2,0,0,192,2,0,0,143,0,0,0,244,0,0,0,364,0,0,0,442,0,0,0,528,0,0,0,108,0,0,0,381,1,0,0,229,0,0,1,261,2,0,0,34,0,0,0,177,0,0,0,208,0,0,0,242,0,0,0,161,5,0,0,256,0,0,0,204,0,0,0,209,0,0,0,150,3,0,0,49,0,0,0,308,0,0,0,186,0,0,0,207,0
contig_20877_2,57,3,0,0,179,20,0,0,174,1,0,0,142,5,0,0,239,47,0,0,314,50,0,0,392,61,0,1,462,0,0,0,108,10,1,0,367,4,0,0,225,2,0,0,261,1,0,0,33,22,0,0,153,1,0,0,207,12,1,0,226,0,0,0,165,15,0,0,242,6,0,0,199,7,0,0,202,7,0,0,145,0,0,0,49,4,0,0,305,0,0,0,186,10,0,0,196
contig_20877_2,58,0,179,0,3,0,175,0,20,0,137,0,6,0,239,0,5,0,314,0,47,0,390,0,52,0,461,0,63,0,109,0,2,0,364,0,12,0,224,0,5,0,259,0,5,0,33,0,1,0,153,0,22,0,204,0,3,0,225,0,15,1,152,0,14,0,242,0,15,0,195,0,10,0,206,0,7,0,146,0,8,0,49,0,0,0,305,0,4,0,184,0,3,0,198,0,10
contig_20877_2,59,0,0,0,180,0,0,0,200,0,0,0,140,0,0,0,241,0,0,0,360,0,1,0,442,0,0,0,528,0,0,0,111,0,0,0,373,0,0,0,225,0,0,0,266,0,0,0,33,0,0,0,173,0,0,0,205,0,0,0,234,0,0,0,168,0,0,0,255,0,0,0,205,0,0,0,210,0,0,0,157,0,0,0,49,0,0,0,299,0,0,0,187,0,1,0,207
contig_20877_2,60,0,0,0,179,0,0,0,201,0,0,0,138,0,0,3,236,0,0,1,359,0,0,0,446,0,0,0,527,0,0,0,113,0,0,0,375,0,0,7,214,0,0,0,264,0,0,0,33,0,0,0,173,1,0,0,198,0,0,0,234,0,0,0,168,0,0,0,251,0,0,0,204,0,2,2,206,0,0,0,160,0,0,0,49,0,0,1,299,0,0,0,188,0,0,1,208
contig_20877_2,61,0,0,179,0,2,0,197,2,0,0,139,0,0,0,239,0,0,0,360,0,3,0,442,0,0,0,533,0,0,0,113,0,0,0,374,1,0,1,221,0,0,0,262,2,0,0,34,0,0,0,173,0,1,0,198,0,0,0,236,0,19,0,144,6,0,0,251,0,2,0,203,0,0,0,210,0,3,0,154,3,0,0,49,0,0,0,301,0,0,0,189,0,0,0,211,0
contig_20877_2,62,0,0,180,0,0,0,200,0,0,0,141,0,0,0,239,0,0,0,361,1,0,0,447,0,0,1,525,0,0,0,114,0,0,1,372,0,0,0,223,0,0,0,264,0,0,0,34,0,0,0,174,0,0,0,203,0,0,0,238,0,0,0,171,0,0,0,253,0,0,0,204,0,0,0,211,0,0,0,161,0,0,0,49,0,0,1,303,0,0,0,190,0,0,0,211,0
contig_20877_2,63,0,179,0,0,0,198,1,2,0,141,0,0,0,239,0,0,0,361,0,0,0,444,0,0,0,525,1,0,0,114,0,0,0,371,0,0,0,224,0,0,0,263,0,0,0,34,0,0,0,176,0,0,0,201,0,0,0,239,0,0,0,172,0,0,0,253,0,1,0,204,0,0,0,210,0,0,0,161,0,0,0,49,0,0,0,303,0,0,0,189,0,0,0,211,1,0
contig_20877_2,64,0,176,0,3,0,179,0,23,0,131,0,8,0,228,0,5,0,310,0,49,0,385,1,54,0,459,0,63,0,111,0,2,0,352,0,15,0,216,0,5,0,250,0,9,0,33,0,1,0,152,0,22,0,195,0,4,0,224,0,14,0,162,0,10,0,238,0,15,0,192,0,13,0,197,0,7,0,150,0,12,0,49,0,0,0,294,1,2,0,185,0,5,0,202,0,11
contig_20877_2,65,0,0,177,0,0,0,204,0,0,0,135,0,0,0,232,0,0,0,357,0,0,0,442,0,0,0,523,0,0,0,112,0,0,1,370,0,0,0,214,0,0,0,258,1,0,0,34,0,0,0,165,0,0,0,196,0,0,0,227,0,0,0,170,0,0,0,244,0,0,0,206,0,0,0,196,0,0,0,161,0,0,0,49,0,0,0,288,0,0,0,187,0,0,0,213,0
contig_20877_2,66,0,0,0,179,0,0,0,203,0,0,0,142,0,0,0,231,0,0,0,355,0,0,0,443,0,0,0,520,0,0,0,114,0,0,0,370,0,0,0,216,0,0,0,256,0,0,0,35,0,0,0,167,0,0,0,196,0,0,0,233,0,0,0,170,0,0,0,244,0,0,0,208,0,0,0,197,0,0,0,162,0,0,0,49,0,0,0,290,0,0,0,187,0,0,0,213
contig_20877_2,67,0,179,0,0,0,208,0,0,0,141,0,0,0,229,0,0,0,355,1,0,0,446,1,0,0,520,2,1,0,112,0,0,0,369,1,0,0,218,0,0,0,258,0,0,0,36,0,0,0,167,0,0,0,196,0,0,0,234,0,0,0,169,0,1,0,246,0,0,0,210,0,0,0,197,0,0,0,160,0,1,0,49,0,0,0,288,0,0,0,186,0,0,0,215,0,0
contig_20877_2,68,0,0,179,0,0,0,210,0,0,0,141,0,0,1,230,0,0,0,352,0,0,0,449,0,2,0,521,0,0,0,113,0,0,0,373,0,0,0,218,0,0,0,257,1,0,0,36,0,0,0,167,0,0,0,196,0,0,0,234,0,0,0,170,0,0,0,246,0,0,0,208,0,0,0,199,0,0,0,162,0,0,0,49,0,0,0,285,0,0,0,185,0,0,0,215,0
contig_20877_2,69,0,0,0,180,0,0,0,209,0,0,0,145,0,0,0,233,0,1,0,349,0,0,0,442,0,0,0,521,0,0,0,114,0,0,1,373,1,0,0,218,1,0,0,258,0,0,0,37,0,0,0,170,0,0,0,200,0,0,0,233,0,0,0,169,0,0,0,250,0,0,0,205,0,0,0,203,0,0,0,161,0,0,0,49,0,0,0,287,0,0,0,184,0,0,0,216
contig_20877_2,70,0,0,182,0,0,0,210,0,0,0,145,0,0,0,233,0,0,0,350,0,0,0,436,2,0,0,523,0,0,0,112,0,0,0,373,0,0,0,219,0,0,2,257,0,0,0,38,0,0,0,172,0,0,0,201,0,0,0,234,0,0,0,163,1,0,0,251,0,0,0,202,1,0,0,203,0,0,0,161,0,0,0,49,0,0,0,292,0,0,0,181,0,0,0,214,0
contig_20877_2,71,0,0,183,0,0,0,209,0,0,0,146,0,0,0,237,0,0,0,351,0,0,0,438,0,0,0,521,0,0,0,111,0,0,0,373,0,0,0,221,0,0,1,256,0,0,0,38,0,0,0,172,0,0,0,201,0,0,0,238,0,0,0,162,0,0,0,252,0,0,0,201,0,0,1,206,0,0,0,163,0,0,0,49,0,0,0,292,0,0,0,181,0,0,0,214,0
contig_20877_2,72,0,1,0,179,0,0,0,207,1,0,0,145,0,0,0,236,0,0,0,350,0,0,0,436,0,0,1,516,0,0,0,110,0,0,0,373,0,1,1,218,0,0,0,255,0,0,0,39,0,0,0,169,0,0,1,198,0,0,0,238,0,0,0,160,0,0,0,251,0,0,1,200,0,0,1,207,0,1,1,163,0,0,0,50,0,0,0,290,0,0,1,182,0,0,1,213
